gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_001612555.1_ASM161255v1_CDS_0001	NZ_CP015110.1	101	1489	+	GCA_001581975.1_ASM158197v1_CDS_3764	1	persistent	2	0	0
GCF_001612555.1_ASM161255v1_CDS_0002	NZ_CP015110.1	1597	2745	+	GCF_001278715.1_ASM127871v1_CDS_1590	1	persistent	2	0	0
GCF_001612555.1_ASM161255v1_CDS_0003	NZ_CP015110.1	2773	3855	+	GCF_001278715.1_ASM127871v1_CDS_1589	1	persistent	2	0	0
GCF_001612555.1_ASM161255v1_CDS_0004	NZ_CP015110.1	3907	6378	+	GCF_001612555.1_ASM161255v1_CDS_0004	1	persistent	1	0	10
GCF_001612555.1_ASM161255v1_CDS_0005	NZ_CP015110.1	6642	7655	+	GCF_001612555.1_ASM161255v1_CDS_0005	1	cloud	2	0	0
GCF_001612555.1_ASM161255v1_CDS_0006	NZ_CP015110.1	7811	8818	+	GCF_002688565.1_ASM268856v1_CDS_0999	1	persistent	1	1	10
GCF_001612555.1_ASM161255v1_CDS_0007	NZ_CP015110.1	9108	10112	+	GCF_002165305.2_ASM216530v2_CDS_0009	1	persistent	2	0	1
GCF_001612555.1_ASM161255v1_CDS_0008	NZ_CP015110.1	10254	10589	+	GCF_002934695.1_ASM293469v1_CDS_2831	1	persistent	3	0	4
GCF_001612555.1_ASM161255v1_CDS_0009	NZ_CP015110.1	10657	11508	-	GCF_001612555.1_ASM161255v1_CDS_0009	1	cloud	2	0	0
GCF_001612555.1_ASM161255v1_CDS_0010	NZ_CP015110.1	11757	12845	-	GCF_002688565.1_ASM268856v1_CDS_1048	1	persistent	3	0	3
GCF_001612555.1_ASM161255v1_CDS_0011	NZ_CP015110.1	12948	14180	+	GCF_002688565.1_ASM268856v1_CDS_1049	1	persistent	2	0	9
GCF_001612555.1_ASM161255v1_CDS_0012	NZ_CP015110.1	14338	16275	+	GCA_001581975.1_ASM158197v1_CDS_3770	1	persistent	1	1	16
GCF_001612555.1_ASM161255v1_CDS_0013	NZ_CP015110.1	16477	16650	-	GCF_001612555.1_ASM161255v1_CDS_0013	1	cloud	1	0	1
GCF_001612555.1_ASM161255v1_CDS_0014	NZ_CP015110.1	16699	17061	-	GCF_001612555.1_ASM161255v1_CDS_0014	1	cloud	1	0	1
GCF_001612555.1_ASM161255v1_CDS_0015	NZ_CP015110.1	17175	19115	-	GCF_002165255.2_ASM216525v2_CDS_2677	1	persistent	1	0	11
GCF_001612555.1_ASM161255v1_CDS_0016	NZ_CP015110.1	19268	19816	-	GCF_001612555.1_ASM161255v1_CDS_0016	1	cloud	1	0	1
