gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_002165255.2_ASM216525v2_CDS_0001	NZ_CP028561.1	1	1404	+	GCA_001581975.1_ASM158197v1_CDS_3764	1	persistent	2	0	0
GCF_002165255.2_ASM216525v2_CDS_0002	NZ_CP028561.1	1495	2643	+	GCF_001278715.1_ASM127871v1_CDS_1590	1	persistent	2	0	0
GCF_002165255.2_ASM216525v2_CDS_0003	NZ_CP028561.1	2671	3753	+	GCF_001278715.1_ASM127871v1_CDS_1589	1	persistent	2	0	0
GCF_002165255.2_ASM216525v2_CDS_0004	NZ_CP028561.1	3802	6270	+	GCF_001612555.1_ASM161255v1_CDS_0004	1	persistent	1	0	10
GCF_002165255.2_ASM216525v2_CDS_0005	NZ_CP028561.1	6382	6939	-	GCF_002165255.2_ASM216525v2_CDS_0005	1	cloud	2	0	0
GCF_002165255.2_ASM216525v2_CDS_0006	NZ_CP028561.1	7251	9179	-	GCA_001581975.1_ASM158197v1_CDS_3770	1	persistent	1	1	16
GCF_002165255.2_ASM216525v2_CDS_0007	NZ_CP028561.1	9390	10397	+	GCF_002165255.2_ASM216525v2_CDS_0007	1	cloud	1	0	1
GCF_002165255.2_ASM216525v2_CDS_0008	NZ_CP028561.1	10442	11452	+	GCF_002165255.2_ASM216525v2_CDS_0008	1	cloud	0	0	2
GCF_002165255.2_ASM216525v2_CDS_0009	NZ_CP028561.1	11640	12671	+	GCF_002165255.2_ASM216525v2_CDS_0009	1	cloud	1	0	1
GCF_002165255.2_ASM216525v2_CDS_0010	NZ_CP028561.1	12886	13893	+	GCF_002688565.1_ASM268856v1_CDS_0999	1	persistent	1	1	10
GCF_002165255.2_ASM216525v2_CDS_0011	NZ_CP028561.1	14176	15180	+	GCF_002165305.2_ASM216530v2_CDS_0009	1	persistent	2	0	1
GCF_002165255.2_ASM216525v2_CDS_0012	NZ_CP028561.1	15303	15638	+	GCF_002934695.1_ASM293469v1_CDS_2831	1	persistent	3	0	4
GCF_002165255.2_ASM216525v2_CDS_0013	NZ_CP028561.1	15696	16823	-	GCF_002688565.1_ASM268856v1_CDS_1048	1	persistent	3	0	3
GCF_002165255.2_ASM216525v2_CDS_0014	NZ_CP028561.1	16903	18117	+	GCF_002688565.1_ASM268856v1_CDS_1049	1	persistent	2	0	9
GCF_002165255.2_ASM216525v2_CDS_0016	NZ_CP028561.1	24731	25660	+	GCF_002165255.2_ASM216525v2_CDS_0845	4	cloud	2	1	5
GCF_002165255.2_ASM216525v2_CDS_0017	NZ_CP028561.1	25893	26204	+	GCF_002165255.2_ASM216525v2_CDS_0017	1	cloud	0	0	4
