gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_001647675.1_ASM164767v1_CDS_0001	NZ_CP015594.1	1	3480	+	GCF_001647675.1_ASM164767v1_CDS_0001	1	cloud	0	0	1
GCF_001647675.1_ASM164767v1_CDS_0002	NZ_CP015594.1	3474	4394	+	GCF_001647675.1_ASM164767v1_CDS_0002	1	cloud	0	0	2
GCF_001647675.1_ASM164767v1_CDS_0003	NZ_CP015594.1	4440	5744	-	GCF_001647675.1_ASM164767v1_CDS_1460	4	cloud	1	1	4
GCF_001647675.1_ASM164767v1_CDS_0004	NZ_CP015594.1	5830	6531	-	GCF_002165305.2_ASM216530v2_CDS_0103	1	cloud	0	0	6
GCF_001647675.1_ASM164767v1_CDS_0005	NZ_CP015594.1	6596	7288	-	GCF_001647675.1_ASM164767v1_CDS_0005	1	cloud	0	0	2
GCF_001647675.1_ASM164767v1_CDS_0006	NZ_CP015594.1	7409	7918	-	GCF_001647675.1_ASM164767v1_CDS_0006	1	cloud	0	0	2
GCF_001647675.1_ASM164767v1_CDS_0007	NZ_CP015594.1	7991	8731	-	GCF_002934695.1_ASM293469v1_CDS_2748	1	cloud	0	0	4
GCF_001647675.1_ASM164767v1_CDS_0008	NZ_CP015594.1	9436	9810	+	GCF_001696615.3_ASM169661v3_CDS_1935	1	cloud	0	0	7
GCF_001647675.1_ASM164767v1_CDS_0009	NZ_CP015594.1	9938	10480	+	GCF_002934695.1_ASM293469v1_CDS_2745	1	cloud	0	0	9
GCF_001647675.1_ASM164767v1_CDS_0010	NZ_CP015594.1	10496	11251	+	GCF_001647675.1_ASM164767v1_CDS_0010	1	cloud	0	0	2
GCF_001647675.1_ASM164767v1_CDS_0011	NZ_CP015594.1	11271	13055	+	GCF_001647675.1_ASM164767v1_CDS_0011	1	cloud	0	0	2
GCF_001647675.1_ASM164767v1_CDS_0012	NZ_CP015594.1	13076	14287	-	GCF_001647675.1_ASM164767v1_CDS_0012	1	cloud	0	0	2
GCF_001647675.1_ASM164767v1_CDS_0013	NZ_CP015594.1	14520	15425	-	GCF_001647675.1_ASM164767v1_CDS_0013	1	cloud	1	0	1
GCF_001647675.1_ASM164767v1_CDS_0014	NZ_CP015594.1	15583	16020	+	GCF_002934695.1_ASM293469v1_CDS_2737	1	persistent	1	0	14
GCF_001647675.1_ASM164767v1_CDS_0015	NZ_CP015594.1	16111	16461	-	GCF_001278715.1_ASM127871v1_CDS_1687	1	persistent	2	0	0
GCF_001647675.1_ASM164767v1_CDS_0016	NZ_CP015594.1	16836	17654	-	GCF_001278715.1_ASM127871v1_CDS_1688	1	persistent	2	0	6
GCF_001647675.1_ASM164767v1_CDS_0017	NZ_CP015594.1	17695	18345	+	GCF_001647675.1_ASM164767v1_CDS_0017	1	persistent	1	0	9
GCF_001647675.1_ASM164767v1_CDS_0018	NZ_CP015594.1	18420	19211	+	GCF_001647675.1_ASM164767v1_CDS_0018	1	cloud	1	0	1
