gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_002165305.2_ASM216530v2_CDS_0001	NZ_CP032286.1	1	1380	+	GCA_001581975.1_ASM158197v1_CDS_3764	1	persistent	2	0	0
GCF_002165305.2_ASM216530v2_CDS_0002	NZ_CP032286.1	1491	2639	+	GCF_001278715.1_ASM127871v1_CDS_1590	1	persistent	2	0	0
GCF_002165305.2_ASM216530v2_CDS_0003	NZ_CP032286.1	2655	3737	+	GCF_001278715.1_ASM127871v1_CDS_1589	1	persistent	2	0	0
GCF_002165305.2_ASM216530v2_CDS_0004	NZ_CP032286.1	3790	6261	+	GCF_001612555.1_ASM161255v1_CDS_0004	1	persistent	1	0	10
GCF_002165305.2_ASM216530v2_CDS_0005	NZ_CP032286.1	6435	6800	+	GCF_002165305.2_ASM216530v2_CDS_0005	1	cloud	2	0	0
GCF_002165305.2_ASM216530v2_CDS_0006	NZ_CP032286.1	7405	9342	-	GCA_001581975.1_ASM158197v1_CDS_3770	1	persistent	1	1	16
GCF_002165305.2_ASM216530v2_CDS_0007	NZ_CP032286.1	9574	10584	+	GCF_002165305.2_ASM216530v2_CDS_0007	1	cloud	2	0	0
GCF_002165305.2_ASM216530v2_CDS_0008	NZ_CP032286.1	10840	11850	+	GCF_002688565.1_ASM268856v1_CDS_0999	1	persistent	1	1	10
GCF_002165305.2_ASM216530v2_CDS_0009	NZ_CP032286.1	12069	13082	+	GCF_002165305.2_ASM216530v2_CDS_0009	1	persistent	2	0	1
GCF_002165305.2_ASM216530v2_CDS_0010	NZ_CP032286.1	13201	13536	+	GCF_002934695.1_ASM293469v1_CDS_2831	1	persistent	3	0	4
GCF_002165305.2_ASM216530v2_CDS_0011	NZ_CP032286.1	13597	13959	-	GCF_001278715.1_ASM127871v1_CDS_1575	1	persistent	1	0	15
GCF_002165305.2_ASM216530v2_CDS_0012	NZ_CP032286.1	14087	14998	-	GCF_002165305.2_ASM216530v2_CDS_0012	1	cloud	1	0	1
