gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_002009115.1_ASM200911v1_CDS_0001	CP014291.1	179	535	+	GCA_003012895.2_ASM301289v2_CDS_2903	2	persistent	2	0	1
GCA_002009115.1_ASM200911v1_CDS_0002	CP014291.1	909	1286	+	GCA_003012895.2_ASM301289v2_CDS_2904	3	persistent	2	0	1
GCA_002009115.1_ASM200911v1_CDS_0003	CP014291.1	1250	1384	+	GCA_003012895.2_ASM301289v2_CDS_2904	3	persistent	2	0	1
GCA_002009115.1_ASM200911v1_CDS_0004	CP014291.1	1365	1751	+	GCA_002009115.1_ASM200911v1_CDS_0004	1	cloud	1	0	1
GCA_002009115.1_ASM200911v1_CDS_0005	CP014291.1	2163	2432	+	GCA_002009115.1_ASM200911v1_CDS_0005	1	cloud	0	0	2
GCA_002009115.1_ASM200911v1_CDS_0006	CP014291.1	2574	2735	+	GCA_002009115.1_ASM200911v1_CDS_0006	1	cloud	1	0	1
GCA_002009115.1_ASM200911v1_CDS_0007	CP014291.1	2933	3073	+	GCA_003359255.2_ASM335925v2_CDS_2914	2	persistent	2	0	1
GCA_002009115.1_ASM200911v1_CDS_0008	CP014291.1	3315	3665	+	GCA_003359255.2_ASM335925v2_CDS_2913	3	persistent	2	0	0
GCA_002009115.1_ASM200911v1_CDS_0009	CP014291.1	3853	4272	+	GCA_003359255.2_ASM335925v2_CDS_2913	3	persistent	2	0	0
GCA_002009115.1_ASM200911v1_CDS_0010	CP014291.1	4311	4538	+	GCA_003359255.2_ASM335925v2_CDS_2912	2	persistent	2	0	0
GCA_002009115.1_ASM200911v1_CDS_0011	CP014291.1	4786	5484	+	GCA_000307975.2_ASM30797v2_CDS_3604	2	persistent	2	0	1
GCA_002009115.1_ASM200911v1_CDS_0012	CP014291.1	5892	6842	+	GCA_000189735.2_ASM18973v2_CDS_1846	3	persistent	3	0	0
GCA_002009115.1_ASM200911v1_CDS_0013	CP014291.1	6833	7381	+	GCA_000189735.2_ASM18973v2_CDS_1846	3	persistent	3	0	0
GCA_002009115.1_ASM200911v1_CDS_0014	CP014291.1	7414	7902	-	GCA_005280395.1_ASM528039v1_CDS_1459	2	persistent	2	0	0
