gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_000015425.1_ASM1542v1_CDS_0001	CP000521.1	95	1492	+	GCA_000015425.1_ASM1542v1_CDS_0001	1	persistent	2	0	1
GCA_000015425.1_ASM1542v1_CDS_0002	CP000521.1	1590	2738	+	GCA_000015425.1_ASM1542v1_CDS_0002	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0003	CP000521.1	2753	3835	+	GCA_000015425.1_ASM1542v1_CDS_0003	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0004	CP000521.1	3888	6356	+	GCA_005280395.1_ASM528039v1_CDS_3318	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0005	CP000521.1	6394	6786	+	GCA_005280395.1_ASM528039v1_CDS_3319	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0006	CP000521.1	6872	7429	-	GCA_005280395.1_ASM528039v1_CDS_3320	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0007	CP000521.1	7680	9611	-	GCA_000015425.1_ASM1542v1_CDS_0007	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0008	CP000521.1	9868	10872	+	GCA_000015425.1_ASM1542v1_CDS_0008	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0009	CP000521.1	11128	12135	+	GCA_005280395.1_ASM528039v1_CDS_3323	1	persistent	2	0	1
GCA_000015425.1_ASM1542v1_CDS_0010	CP000521.1	12478	13482	+	GCA_005280395.1_ASM528039v1_CDS_3324	1	persistent	2	0	1
GCA_000015425.1_ASM1542v1_CDS_0011	CP000521.1	13607	13942	+	GCA_003627485.2_ASM362748v2_CDS_0272	1	persistent	2	0	1
GCA_000015425.1_ASM1542v1_CDS_0012	CP000521.1	13998	14843	-	GCA_005280355.1_ASM528035v1_CDS_3878	1	persistent	2	0	1
GCA_000015425.1_ASM1542v1_CDS_0013	CP000521.1	14971	16098	-	GCA_003627485.2_ASM362748v2_CDS_0275	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0014	CP000521.1	16178	17392	+	GCA_000189735.2_ASM18973v2_CDS_3957	1	persistent	6	0	1
GCA_000015425.1_ASM1542v1_CDS_0015	CP000521.1	17868	18254	-	GCA_000307975.2_ASM30797v2_CDS_3302	3	persistent	9	0	6
GCA_000015425.1_ASM1542v1_CDS_0016	CP000521.1	18541	19122	-	GCA_000189735.2_ASM18973v2_CDS_3253	1	persistent	3	0	3
GCA_000015425.1_ASM1542v1_CDS_0017	CP000521.1	19143	20306	-	GCA_000189735.2_ASM18973v2_CDS_3252	1	persistent	2	0	0
GCA_000015425.1_ASM1542v1_CDS_0018	CP000521.1	20391	21893	-	GCA_000189735.2_ASM18973v2_CDS_3251	1	persistent	2	0	3
GCA_000015425.1_ASM1542v1_CDS_0019	CP000521.1	21894	22121	-	GCA_003359255.2_ASM335925v2_CDS_4958	1	persistent	3	0	0
GCA_000015425.1_ASM1542v1_CDS_0020	CP000521.1	22222	23154	+	GCA_003627485.2_ASM362748v2_CDS_4026	1	persistent	3	0	0
GCA_000015425.1_ASM1542v1_CDS_0021	CP000521.1	23361	23678	+	GCA_000189735.2_ASM18973v2_CDS_1827	1	persistent	3	0	0
