gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359255.2_ASM335925v2_CDS_0001	CP033516.1	6	386	+	GCA_000015425.1_ASM1542v1_CDS_0001	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0002	CP033516.1	434	982	+	GCA_000015425.1_ASM1542v1_CDS_0001	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0003	CP033516.1	958	1395	+	GCA_000015425.1_ASM1542v1_CDS_0001	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0004	CP033516.1	1493	1984	+	GCA_000015425.1_ASM1542v1_CDS_0002	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0005	CP033516.1	1939	2640	+	GCA_000015425.1_ASM1542v1_CDS_0002	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0006	CP033516.1	2786	3736	+	GCA_000015425.1_ASM1542v1_CDS_0003	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0007	CP033516.1	3788	5482	+	GCA_005280395.1_ASM528039v1_CDS_3318	3	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0008	CP033516.1	5491	6045	+	GCA_005280395.1_ASM528039v1_CDS_3318	3	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0009	CP033516.1	6042	6254	+	GCA_005280395.1_ASM528039v1_CDS_3318	3	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0010	CP033516.1	6292	6684	+	GCA_005280395.1_ASM528039v1_CDS_3319	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0011	CP033516.1	6952	7326	-	GCA_005280395.1_ASM528039v1_CDS_3320	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0012	CP033516.1	7577	8014	-	GCA_000015425.1_ASM1542v1_CDS_0007	3	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0013	CP033516.1	8184	8474	-	GCA_000015425.1_ASM1542v1_CDS_0007	3	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0014	CP033516.1	8471	9505	-	GCA_000015425.1_ASM1542v1_CDS_0007	3	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0015	CP033516.1	9806	10765	+	GCA_000015425.1_ASM1542v1_CDS_0008	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0016	CP033516.1	11018	11389	+	GCA_005280395.1_ASM528039v1_CDS_3323	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0017	CP033516.1	11402	11557	+	GCA_005280395.1_ASM528039v1_CDS_3323	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0018	CP033516.1	11542	12024	+	GCA_005280395.1_ASM528039v1_CDS_3323	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0019	CP033516.1	12366	12866	+	GCA_005280395.1_ASM528039v1_CDS_3324	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0020	CP033516.1	12880	13014	+	GCA_005280395.1_ASM528039v1_CDS_3324	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0021	CP033516.1	13053	13370	+	GCA_005280395.1_ASM528039v1_CDS_3324	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0022	CP033516.1	13495	13830	+	GCA_003627485.2_ASM362748v2_CDS_0272	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0023	CP033516.1	13882	14115	-	GCA_002009115.1_ASM200911v1_CDS_1766	1	cloud	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0024	CP033516.1	14090	14728	-	GCA_005280355.1_ASM528035v1_CDS_3878	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0025	CP033516.1	14856	15983	-	GCA_003627485.2_ASM362748v2_CDS_0275	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0026	CP033516.1	16062	17168	+	GCA_000189735.2_ASM18973v2_CDS_3957	1	persistent	6	0	1
GCA_003359255.2_ASM335925v2_CDS_0028	CP033516.1	23945	24277	+	GCA_000307975.2_ASM30797v2_CDS_0001	1	persistent	3	0	1
GCA_003359255.2_ASM335925v2_CDS_0029	CP033516.1	24490	25026	-	GCA_000307975.2_ASM30797v2_CDS_0002	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0030	CP033516.1	25653	26225	+	GCA_000189735.2_ASM18973v2_CDS_3954	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0031	CP033516.1	26192	26587	+	GCA_000189735.2_ASM18973v2_CDS_3954	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0032	CP033516.1	26653	27129	+	GCA_000189735.2_ASM18973v2_CDS_3954	3	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0033	CP033516.1	27098	28162	-	GCA_003359255.2_ASM335925v2_CDS_0033	1	cloud	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0034	CP033516.1	28126	28629	-	GCA_000307975.2_ASM30797v2_CDS_0005	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0035	CP033516.1	28626	29588	-	GCA_003012895.2_ASM301289v2_CDS_0886	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0036	CP033516.1	29935	31158	+	GCA_000307975.2_ASM30797v2_CDS_0007	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0037	CP033516.1	31155	31763	+	GCA_000307975.2_ASM30797v2_CDS_0007	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0038	CP033516.1	32076	33164	+	GCA_003012895.2_ASM301289v2_CDS_0884	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0039	CP033516.1	33444	34103	+	GCA_003012895.2_ASM301289v2_CDS_0883	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0040	CP033516.1	34183	34824	-	GCA_003012895.2_ASM301289v2_CDS_0882	2	persistent	3	0	0
GCA_003359255.2_ASM335925v2_CDS_0041	CP033516.1	34788	35072	-	GCA_003012895.2_ASM301289v2_CDS_0882	2	persistent	3	0	0
GCA_003359255.2_ASM335925v2_CDS_0042	CP033516.1	35151	36446	-	GCA_005280355.1_ASM528035v1_CDS_3822	1	persistent	3	0	0
GCA_003359255.2_ASM335925v2_CDS_0043	CP033516.1	36745	38679	-	GCA_005280355.1_ASM528035v1_CDS_3821	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0044	CP033516.1	38654	39427	-	GCA_005280355.1_ASM528035v1_CDS_3821	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0045	CP033516.1	39597	40220	-	GCA_002009115.1_ASM200911v1_CDS_1782	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0046	CP033516.1	40368	40754	+	GCA_005280355.1_ASM528035v1_CDS_3819	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0047	CP033516.1	40760	41467	+	GCA_005280355.1_ASM528035v1_CDS_3819	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0048	CP033516.1	41470	41688	+	GCA_002009115.1_ASM200911v1_CDS_1784	5	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0049	CP033516.1	41688	41909	+	GCA_003359255.2_ASM335925v2_CDS_0049	1	cloud	1	0	0
GCA_003359255.2_ASM335925v2_CDS_0050	CP033516.1	41936	42166	+	GCA_002009115.1_ASM200911v1_CDS_1784	5	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0051	CP033516.1	42201	43106	+	GCA_002009115.1_ASM200911v1_CDS_1784	5	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0052	CP033516.1	43088	43324	+	GCA_002009115.1_ASM200911v1_CDS_1784	5	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0053	CP033516.1	43408	44628	+	GCA_002009115.1_ASM200911v1_CDS_1784	5	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0054	CP033516.1	44728	45105	+	GCA_000015425.1_ASM1542v1_CDS_3904	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0055	CP033516.1	45208	45297	+	GCA_003359255.2_ASM335925v2_CDS_0055	1	cloud	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0056	CP033516.1	45294	45647	+	GCA_000015425.1_ASM1542v1_CDS_3903	2	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0057	CP033516.1	45649	46317	+	GCA_000015425.1_ASM1542v1_CDS_3903	2	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0058	CP033516.1	46430	46780	-	GCA_000015425.1_ASM1542v1_CDS_3902	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0059	CP033516.1	46964	47785	+	GCA_002009115.1_ASM200911v1_CDS_1788	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0060	CP033516.1	47857	48489	+	GCA_005280395.1_ASM528039v1_CDS_3350	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0061	CP033516.1	48666	49478	-	GCA_005280395.1_ASM528039v1_CDS_3351	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0062	CP033516.1	49478	49717	-	GCA_005280395.1_ASM528039v1_CDS_3351	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0063	CP033516.1	49722	50525	-	GCA_003359255.2_ASM335925v2_CDS_0063	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0064	CP033516.1	50646	51329	+	GCA_002009115.1_ASM200911v1_CDS_1792	2	persistent	3	0	0
GCA_003359255.2_ASM335925v2_CDS_0065	CP033516.1	51383	51547	+	GCA_002009115.1_ASM200911v1_CDS_1792	2	persistent	3	0	0
GCA_003359255.2_ASM335925v2_CDS_0066	CP033516.1	51994	52449	+	GCA_005280395.1_ASM528039v1_CDS_3355	2	persistent	3	0	0
GCA_003359255.2_ASM335925v2_CDS_0067	CP033516.1	52527	53417	+	GCA_005280395.1_ASM528039v1_CDS_3355	2	persistent	3	0	0
GCA_003359255.2_ASM335925v2_CDS_0068	CP033516.1	53420	54448	-	GCA_005280395.1_ASM528039v1_CDS_3356	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0069	CP033516.1	54487	55047	-	GCA_003627485.2_ASM362748v2_CDS_0304	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0070	CP033516.1	55078	55323	-	GCA_003627485.2_ASM362748v2_CDS_0305	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0071	CP033516.1	55449	55748	-	GCA_003012895.2_ASM301289v2_CDS_0856	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0072	CP033516.1	55915	56145	-	GCA_000015425.1_ASM1542v1_CDS_3890	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0073	CP033516.1	56264	56947	-	GCA_000015425.1_ASM1542v1_CDS_3890	2	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0074	CP033516.1	57270	57449	-	GCA_002762545.2_ASM276254v2_CDS_1388	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0075	CP033516.1	57635	58372	-	GCA_002762545.2_ASM276254v2_CDS_1389	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0076	CP033516.1	58544	58702	-	GCA_000307975.2_ASM30797v2_CDS_0033	1	persistent	2	0	0
GCA_003359255.2_ASM335925v2_CDS_0077	CP033516.1	58897	59355	+	GCA_000307975.2_ASM30797v2_CDS_0034	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0078	CP033516.1	59811	60338	+	GCA_003359255.2_ASM335925v2_CDS_0078	1	cloud	1	0	1
GCA_003359255.2_ASM335925v2_CDS_0079	CP033516.1	60380	60613	+	GCA_003359255.2_ASM335925v2_CDS_0079	1	cloud	1	0	1
GCA_003359255.2_ASM335925v2_CDS_0080	CP033516.1	60702	61100	-	GCA_003012895.2_ASM301289v2_CDS_0466	20	persistent	68	3	8
GCA_003359255.2_ASM335925v2_CDS_0081	CP033516.1	61187	61756	-	GCA_005280355.1_ASM528035v1_CDS_0446	16	persistent	56	2	10
GCA_003359255.2_ASM335925v2_CDS_0082	CP033516.1	61798	62007	+	GCA_003359255.2_ASM335925v2_CDS_0082	1	cloud	1	0	1
GCA_003359255.2_ASM335925v2_CDS_0083	CP033516.1	61959	62264	+	GCA_003359255.2_ASM335925v2_CDS_0083	1	cloud	0	0	2
GCA_003359255.2_ASM335925v2_CDS_0084	CP033516.1	62261	63319	+	GCA_003359255.2_ASM335925v2_CDS_0084	1	cloud	0	0	2
GCA_003359255.2_ASM335925v2_CDS_0085	CP033516.1	63286	64833	+	GCA_003359255.2_ASM335925v2_CDS_0085	1	cloud	0	0	2
GCA_003359255.2_ASM335925v2_CDS_0086	CP033516.1	64846	65922	+	GCA_003359255.2_ASM335925v2_CDS_0086	1	cloud	0	0	2
GCA_003359255.2_ASM335925v2_CDS_0087	CP033516.1	66100	66414	+	GCA_003359255.2_ASM335925v2_CDS_0087	1	cloud	1	0	1
GCA_003359255.2_ASM335925v2_CDS_0088	CP033516.1	66534	67553	+	GCA_000307975.2_ASM30797v2_CDS_0036	2	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0089	CP033516.1	67619	67798	+	GCA_000307975.2_ASM30797v2_CDS_0036	2	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0090	CP033516.1	67814	68596	-	GCA_000307975.2_ASM30797v2_CDS_0037	1	persistent	2	0	1
GCA_003359255.2_ASM335925v2_CDS_0091	CP033516.1	68557	68652	-	GCA_003359255.2_ASM335925v2_CDS_0091	1	cloud	2	0	0
