gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_000307975.2_ASM30797v2_CDS_0001	CP007577.1	113	712	+	GCA_000307975.2_ASM30797v2_CDS_0001	1	persistent	3	0	1
GCA_000307975.2_ASM30797v2_CDS_0002	CP007577.1	770	1462	-	GCA_000307975.2_ASM30797v2_CDS_0002	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0003	CP007577.1	2094	3572	+	GCA_000189735.2_ASM18973v2_CDS_3954	1	persistent	2	0	1
GCA_000307975.2_ASM30797v2_CDS_0004	CP007577.1	3585	3728	+	GCA_000307975.2_ASM30797v2_CDS_0004	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0005	CP007577.1	3771	5075	-	GCA_000307975.2_ASM30797v2_CDS_0005	1	persistent	2	0	1
GCA_000307975.2_ASM30797v2_CDS_0006	CP007577.1	5072	6034	-	GCA_003012895.2_ASM301289v2_CDS_0886	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0007	CP007577.1	6383	8212	+	GCA_000307975.2_ASM30797v2_CDS_0007	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0008	CP007577.1	8526	9815	+	GCA_003012895.2_ASM301289v2_CDS_0884	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0009	CP007577.1	9894	10625	+	GCA_003012895.2_ASM301289v2_CDS_0883	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0010	CP007577.1	10634	11524	-	GCA_003012895.2_ASM301289v2_CDS_0882	1	persistent	3	0	0
GCA_000307975.2_ASM30797v2_CDS_0011	CP007577.1	11604	12899	-	GCA_005280355.1_ASM528035v1_CDS_3822	1	persistent	3	0	0
GCA_000307975.2_ASM30797v2_CDS_0012	CP007577.1	13200	15884	-	GCA_005280355.1_ASM528035v1_CDS_3821	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0013	CP007577.1	16055	16678	-	GCA_002009115.1_ASM200911v1_CDS_1782	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0014	CP007577.1	16828	17928	+	GCA_005280355.1_ASM528035v1_CDS_3819	1	persistent	2	0	0
GCA_000307975.2_ASM30797v2_CDS_0015	CP007577.1	17931	21056	+	GCA_002009115.1_ASM200911v1_CDS_1784	1	persistent	2	0	1
GCA_000307975.2_ASM30797v2_CDS_0016	CP007577.1	21196	21573	+	GCA_000015425.1_ASM1542v1_CDS_3904	1	persistent	2	0	1
GCA_000307975.2_ASM30797v2_CDS_0017	CP007577.1	21678	22790	+	GCA_000015425.1_ASM1542v1_CDS_3903	1	persistent	2	0	1
