gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_002762545.2_ASM276254v2_CDS_0001	CP035672.1	34	882	-	GCA_003627485.2_ASM362748v2_CDS_2133	1	cloud	0	0	2
GCA_002762545.2_ASM276254v2_CDS_0002	CP035672.1	955	1536	-	GCA_003627485.2_ASM362748v2_CDS_2132	3	cloud	0	0	5
GCA_002762545.2_ASM276254v2_CDS_0003	CP035672.1	1529	2650	-	GCA_003359255.2_ASM335925v2_CDS_2084	4	cloud	0	0	4
GCA_002762545.2_ASM276254v2_CDS_0004	CP035672.1	2750	4444	-	GCA_003627485.2_ASM362748v2_CDS_2130	4	cloud	1	0	5
GCA_002762545.2_ASM276254v2_CDS_0005	CP035672.1	4614	4805	-	GCA_003627485.2_ASM362748v2_CDS_2129	3	cloud	0	0	4
GCA_002762545.2_ASM276254v2_CDS_0006	CP035672.1	5183	5305	-	GCA_002762545.2_ASM276254v2_CDS_0006	1	cloud	0	0	4
GCA_002762545.2_ASM276254v2_CDS_0007	CP035672.1	5445	5669	-	GCA_002762545.2_ASM276254v2_CDS_0007	3	cloud	0	0	7
GCA_002762545.2_ASM276254v2_CDS_0008	CP035672.1	5943	6245	-	GCA_002762545.2_ASM276254v2_CDS_0008	2	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0009	CP035672.1	6414	6944	-	GCA_002762545.2_ASM276254v2_CDS_0009	2	cloud	0	0	8
GCA_002762545.2_ASM276254v2_CDS_0010	CP035672.1	6960	7358	-	GCA_002762545.2_ASM276254v2_CDS_0010	2	cloud	0	0	9
GCA_002762545.2_ASM276254v2_CDS_0011	CP035672.1	7434	7652	-	GCA_002762545.2_ASM276254v2_CDS_0011	1	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0012	CP035672.1	7798	7980	+	GCA_002762545.2_ASM276254v2_CDS_0012	1	cloud	0	0	2
GCA_002762545.2_ASM276254v2_CDS_0013	CP035672.1	8361	8636	-	GCA_002762545.2_ASM276254v2_CDS_0013	2	cloud	0	0	4
GCA_002762545.2_ASM276254v2_CDS_0014	CP035672.1	9016	9513	-	GCA_002762545.2_ASM276254v2_CDS_3217	2	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0015	CP035672.1	9513	9683	-	GCA_002762545.2_ASM276254v2_CDS_3216	2	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0016	CP035672.1	9680	10060	-	GCA_002762545.2_ASM276254v2_CDS_0016	3	cloud	0	0	2
GCA_002762545.2_ASM276254v2_CDS_0017	CP035672.1	10062	10346	-	GCA_002762545.2_ASM276254v2_CDS_0017	2	cloud	0	0	2
GCA_002762545.2_ASM276254v2_CDS_0018	CP035672.1	10339	10761	-	GCA_000307975.2_ASM30797v2_CDS_3398	2	cloud	0	0	6
GCA_002762545.2_ASM276254v2_CDS_0019	CP035672.1	10751	11095	-	GCA_000189735.2_ASM18973v2_CDS_1340	2	cloud	0	0	2
GCA_002762545.2_ASM276254v2_CDS_0020	CP035672.1	11092	11370	-	GCA_000189735.2_ASM18973v2_CDS_1339	2	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0021	CP035672.1	11509	11949	-	GCA_000189735.2_ASM18973v2_CDS_1338	2	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0022	CP035672.1	11951	12607	-	GCA_000189735.2_ASM18973v2_CDS_1338	2	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0023	CP035672.1	12556	12777	-	GCA_002762545.2_ASM276254v2_CDS_0023	1	cloud	0	0	2
GCA_002762545.2_ASM276254v2_CDS_0024	CP035672.1	12774	13844	-	GCA_002762545.2_ASM276254v2_CDS_0024	2	cloud	0	0	6
GCA_002762545.2_ASM276254v2_CDS_0025	CP035672.1	13844	14140	-	GCA_000189735.2_ASM18973v2_CDS_1336	2	cloud	0	0	5
GCA_002762545.2_ASM276254v2_CDS_0026	CP035672.1	14565	15155	+	GCA_002762545.2_ASM276254v2_CDS_0026	2	cloud	0	0	4
GCA_002762545.2_ASM276254v2_CDS_0027	CP035672.1	15395	16117	+	GCA_002762545.2_ASM276254v2_CDS_0027	1	cloud	0	0	3
GCA_002762545.2_ASM276254v2_CDS_0028	CP035672.1	16130	16546	+	GCA_000189735.2_ASM18973v2_CDS_1332	2	cloud	1	0	6
GCA_002762545.2_ASM276254v2_CDS_0029	CP035672.1	16769	17203	+	GCA_002762545.2_ASM276254v2_CDS_3181	2	cloud	0	0	4
GCA_002762545.2_ASM276254v2_CDS_0030	CP035672.1	17200	17748	+	GCA_002762545.2_ASM276254v2_CDS_3180	2	cloud	1	0	6
