gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_004295305.1_ASM429530v1_CDS_0001	NZ_CP036171.1	101	1498	+	GCF_002951295.1_ASM295129v1_CDS_3400	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0002	NZ_CP036171.1	1596	2744	+	GCA_003359435.2_ASM335943v2_CDS_0004	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0003	NZ_CP036171.1	2759	3841	+	GCF_002951295.1_ASM295129v1_CDS_3402	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0004	NZ_CP036171.1	3894	6362	+	GCF_002951295.1_ASM295129v1_CDS_3403	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0005	NZ_CP036171.1	6400	6792	+	GCF_002951295.1_ASM295129v1_CDS_3404	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0006	NZ_CP036171.1	6881	7438	-	GCF_002951295.1_ASM295129v1_CDS_3405	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0007	NZ_CP036171.1	7705	9636	-	GCF_002951295.1_ASM295129v1_CDS_3406	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0008	NZ_CP036171.1	9889	10893	+	GCF_002951295.1_ASM295129v1_CDS_3407	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0009	NZ_CP036171.1	11149	12156	+	GCA_003359435.2_ASM335943v2_CDS_0013	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0010	NZ_CP036171.1	12503	13507	+	GCA_003359435.2_ASM335943v2_CDS_0014	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0011	NZ_CP036171.1	13632	13967	+	GCA_003359435.2_ASM335943v2_CDS_0015	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0012	NZ_CP036171.1	14027	14869	-	GCA_003359505.2_ASM335950v2_CDS_0018	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0013	NZ_CP036171.1	14996	16123	-	GCF_002951295.1_ASM295129v1_CDS_3412	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0014	NZ_CP036171.1	16203	17417	+	GCA_003359505.2_ASM335950v2_CDS_0021	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0015	NZ_CP036171.1	23631	24044	+	GCA_003359505.2_ASM335950v2_CDS_0022	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0016	NZ_CP036171.1	24073	24765	-	GCA_003359355.2_ASM335935v2_CDS_0030	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0017	NZ_CP036171.1	25395	26873	+	GCF_000814165.3_ASM81416v3_CDS_0017	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0018	NZ_CP036171.1	26886	27029	+	GCF_004295305.1_ASM429530v1_CDS_0018	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0019	NZ_CP036171.1	27073	28377	-	GCA_003359505.2_ASM335950v2_CDS_0026	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0020	NZ_CP036171.1	28374	29336	-	GCF_004295305.1_ASM429530v1_CDS_0020	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0021	NZ_CP036171.1	29686	31515	+	GCF_002082665.1_ASM208266v1_CDS_0144	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0022	NZ_CP036171.1	31829	33118	+	GCF_002082665.1_ASM208266v1_CDS_0145	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0023	NZ_CP036171.1	33198	33929	+	GCF_002951295.1_ASM295129v1_CDS_3422	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0024	NZ_CP036171.1	33939	34829	-	GCF_002951295.1_ASM295129v1_CDS_3423	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0025	NZ_CP036171.1	34909	36204	-	GCA_003359435.2_ASM335943v2_CDS_0033	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0026	NZ_CP036171.1	36503	39187	-	GCF_002951295.1_ASM295129v1_CDS_3425	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0027	NZ_CP036171.1	39358	39981	-	GCF_002951295.1_ASM295129v1_CDS_3426	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0028	NZ_CP036171.1	40131	41237	+	GCF_002082665.1_ASM208266v1_CDS_0151	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0029	NZ_CP036171.1	41234	44359	+	GCF_002082665.1_ASM208266v1_CDS_0152	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0030	NZ_CP036171.1	44499	44876	+	GCF_002951295.1_ASM295129v1_CDS_3429	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0031	NZ_CP036171.1	44981	46093	+	GCF_002951295.1_ASM295129v1_CDS_3430	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0032	NZ_CP036171.1	46207	46572	-	GCA_003359395.2_ASM335939v2_CDS_0061	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0033	NZ_CP036171.1	46757	47578	+	GCF_002951295.1_ASM295129v1_CDS_3432	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0034	NZ_CP036171.1	47630	48283	+	GCF_002082665.1_ASM208266v1_CDS_0157	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0035	NZ_CP036171.1	48325	49566	-	GCA_003359355.2_ASM335935v2_CDS_0067	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0036	NZ_CP036171.1	49520	50323	-	GCA_003359505.2_ASM335950v2_CDS_0051	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0037	NZ_CP036171.1	50444	51346	+	GCA_003359505.2_ASM335950v2_CDS_0052	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0038	NZ_CP036171.1	51330	51704	-	GCF_002951295.1_ASM295129v1_CDS_3437	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0039	NZ_CP036171.1	51795	53219	+	GCF_002951295.1_ASM295129v1_CDS_3438	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0040	NZ_CP036171.1	53222	54250	-	GCA_003359505.2_ASM335950v2_CDS_0056	1	persistent	2	0	3
GCF_004295305.1_ASM429530v1_CDS_0041	NZ_CP036171.1	54289	54849	-	GCA_003359355.2_ASM335935v2_CDS_0076	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0042	NZ_CP036171.1	54880	55125	-	GCA_003359505.2_ASM335950v2_CDS_0058	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0043	NZ_CP036171.1	55135	55671	-	GCA_003359375.2_ASM335937v2_CDS_0073	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0044	NZ_CP036171.1	55719	56753	-	GCF_000814165.3_ASM81416v3_CDS_0044	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0045	NZ_CP036171.1	56895	57257	-	GCA_003359505.2_ASM335950v2_CDS_0062	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0046	NZ_CP036171.1	57445	58182	-	GCF_002951295.1_ASM295129v1_CDS_3445	1	persistent	2	0	3
GCF_004295305.1_ASM429530v1_CDS_0047	NZ_CP036171.1	58353	58511	-	GCA_003359505.2_ASM335950v2_CDS_0066	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0048	NZ_CP036171.1	58705	59163	+	GCA_003359435.2_ASM335943v2_CDS_0065	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0049	NZ_CP036171.1	59273	60445	+	GCF_000814165.3_ASM81416v3_CDS_0049	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0050	NZ_CP036171.1	60551	61816	+	GCF_004295305.1_ASM429530v1_CDS_0050	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0051	NZ_CP036171.1	61833	62669	-	GCF_000814165.3_ASM81416v3_CDS_0051	1	persistent	3	0	1
GCF_004295305.1_ASM429530v1_CDS_0052	NZ_CP036171.1	62968	63183	-	GCF_004295305.1_ASM429530v1_CDS_0052	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0053	NZ_CP036171.1	63365	64084	-	GCF_002082665.1_ASM208266v1_CDS_0176	1	persistent	3	0	1
GCF_004295305.1_ASM429530v1_CDS_0054	NZ_CP036171.1	64121	64723	-	GCF_002082665.1_ASM208266v1_CDS_0177	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0055	NZ_CP036171.1	64736	65629	-	GCF_002951295.1_ASM295129v1_CDS_3454	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0056	NZ_CP036171.1	65959	66603	+	GCF_002951295.1_ASM295129v1_CDS_3455	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0057	NZ_CP036171.1	66658	67596	+	GCA_003359355.2_ASM335935v2_CDS_0099	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0058	NZ_CP036171.1	67773	69116	+	GCF_002951295.1_ASM295129v1_CDS_3457	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0059	NZ_CP036171.1	69137	69607	-	GCF_002082665.1_ASM208266v1_CDS_0182	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0060	NZ_CP036171.1	70129	71184	+	GCA_003359505.2_ASM335950v2_CDS_0082	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0061	NZ_CP036171.1	71251	72030	-	GCF_002951295.1_ASM295129v1_CDS_3460	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0062	NZ_CP036171.1	72329	72877	-	GCF_002951295.1_ASM295129v1_CDS_3461	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0063	NZ_CP036171.1	72894	73526	-	GCF_002951295.1_ASM295129v1_CDS_3462	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0064	NZ_CP036171.1	73513	74820	-	GCF_002082665.1_ASM208266v1_CDS_0187	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0065	NZ_CP036171.1	75178	76566	+	GCA_003359505.2_ASM335950v2_CDS_0090	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0066	NZ_CP036171.1	76726	77406	+	GCA_003359505.2_ASM335950v2_CDS_0091	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0067	NZ_CP036171.1	77591	78820	+	GCA_003359505.2_ASM335950v2_CDS_0092	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0068	NZ_CP036171.1	78856	79968	-	GCF_003143895.1_ASM314389v1_CDS_0068	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0069	NZ_CP036171.1	80312	81064	+	GCA_003359505.2_ASM335950v2_CDS_0094	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0070	NZ_CP036171.1	81061	81636	+	GCA_003359505.2_ASM335950v2_CDS_0095	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0071	NZ_CP036171.1	81889	83565	+	GCA_003359505.2_ASM335950v2_CDS_0096	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0072	NZ_CP036171.1	83653	85191	+	GCA_003359435.2_ASM335943v2_CDS_0098	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0073	NZ_CP036171.1	85256	86668	+	GCA_003359435.2_ASM335943v2_CDS_0099	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0074	NZ_CP036171.1	86720	87925	+	GCA_003359435.2_ASM335943v2_CDS_0100	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0075	NZ_CP036171.1	87903	88856	+	GCA_003359375.2_ASM335937v2_CDS_0124	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0076	NZ_CP036171.1	89110	90936	+	GCF_002082665.1_ASM208266v1_CDS_0199	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0077	NZ_CP036171.1	91009	91674	+	GCA_003359355.2_ASM335935v2_CDS_0136	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0078	NZ_CP036171.1	91698	91991	+	GCA_003359355.2_ASM335935v2_CDS_0137	2	persistent	2	0	3
GCF_004295305.1_ASM429530v1_CDS_0079	NZ_CP036171.1	92012	92497	+	GCA_003359355.2_ASM335935v2_CDS_0137	2	persistent	2	0	3
GCF_004295305.1_ASM429530v1_CDS_0080	NZ_CP036171.1	93478	93762	+	GCA_003359435.2_ASM335943v2_CDS_0115	1	persistent	2	0	7
GCF_004295305.1_ASM429530v1_CDS_0081	NZ_CP036171.1	94113	94571	-	GCF_004295305.1_ASM429530v1_CDS_0081	1	cloud	1	0	1
GCF_004295305.1_ASM429530v1_CDS_0082	NZ_CP036171.1	94574	96430	-	GCF_004295305.1_ASM429530v1_CDS_0082	1	cloud	0	0	2
GCF_004295305.1_ASM429530v1_CDS_0083	NZ_CP036171.1	96482	96769	-	GCF_004295305.1_ASM429530v1_CDS_0083	1	cloud	0	0	2
GCF_004295305.1_ASM429530v1_CDS_0084	NZ_CP036171.1	97121	98722	-	GCF_004295305.1_ASM429530v1_CDS_0084	1	cloud	0	0	2
GCF_004295305.1_ASM429530v1_CDS_0085	NZ_CP036171.1	98712	100244	-	GCF_004295305.1_ASM429530v1_CDS_0085	1	cloud	0	0	2
GCF_004295305.1_ASM429530v1_CDS_0086	NZ_CP036171.1	100260	101912	-	GCF_004295305.1_ASM429530v1_CDS_0086	1	cloud	0	0	2
GCF_004295305.1_ASM429530v1_CDS_0087	NZ_CP036171.1	101909	103999	-	GCF_004295305.1_ASM429530v1_CDS_0087	1	cloud	0	0	2
GCF_004295305.1_ASM429530v1_CDS_0088	NZ_CP036171.1	103983	104792	-	GCF_004295305.1_ASM429530v1_CDS_0088	1	cloud	1	0	1
GCF_004295305.1_ASM429530v1_CDS_0089	NZ_CP036171.1	104950	106788	-	GCF_000814165.3_ASM81416v3_CDS_0081	1	persistent	2	0	4
GCF_004295305.1_ASM429530v1_CDS_0090	NZ_CP036171.1	106801	108165	-	GCA_003359435.2_ASM335943v2_CDS_0134	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0091	NZ_CP036171.1	108174	108707	-	GCF_003143895.1_ASM314389v1_CDS_0082	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0092	NZ_CP036171.1	108685	109602	-	GCF_003143895.1_ASM314389v1_CDS_0083	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0093	NZ_CP036171.1	109618	110067	-	GCF_003143895.1_ASM314389v1_CDS_0084	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0094	NZ_CP036171.1	110071	110541	-	GCF_002082665.1_ASM208266v1_CDS_0208	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0095	NZ_CP036171.1	110553	111674	-	GCF_002082665.1_ASM208266v1_CDS_0209	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0096	NZ_CP036171.1	111914	113203	-	GCF_002951295.1_ASM295129v1_CDS_3486	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0097	NZ_CP036171.1	113281	114504	+	GCF_002951295.1_ASM295129v1_CDS_3487	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0098	NZ_CP036171.1	114914	115249	+	GCA_003359395.2_ASM335939v2_CDS_0182	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0099	NZ_CP036171.1	115497	115982	+	GCF_002951295.1_ASM295129v1_CDS_3489	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0100	NZ_CP036171.1	116022	116465	-	GCF_002951295.1_ASM295129v1_CDS_3490	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0101	NZ_CP036171.1	116634	117848	+	GCF_002951295.1_ASM295129v1_CDS_3491	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0102	NZ_CP036171.1	117993	118847	+	GCA_003359395.2_ASM335939v2_CDS_0187	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0103	NZ_CP036171.1	118844	119695	+	GCF_002951295.1_ASM295129v1_CDS_3493	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0104	NZ_CP036171.1	119831	120250	+	GCF_002951295.1_ASM295129v1_CDS_3494	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0105	NZ_CP036171.1	120293	121339	+	GCF_002951295.1_ASM295129v1_CDS_3495	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0106	NZ_CP036171.1	121557	122915	-	GCF_002951295.1_ASM295129v1_CDS_3496	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0107	NZ_CP036171.1	122925	123635	-	GCA_003359375.2_ASM335937v2_CDS_0188	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0108	NZ_CP036171.1	123891	124562	-	GCF_002951295.1_ASM295129v1_CDS_3498	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0109	NZ_CP036171.1	124759	125592	+	GCA_003359375.2_ASM335937v2_CDS_0190	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0110	NZ_CP036171.1	125649	127016	-	GCF_002951295.1_ASM295129v1_CDS_3500	1	persistent	2	0	3
GCF_004295305.1_ASM429530v1_CDS_0111	NZ_CP036171.1	127122	128276	-	GCF_002082665.1_ASM208266v1_CDS_0225	1	persistent	2	0	2
GCF_004295305.1_ASM429530v1_CDS_0112	NZ_CP036171.1	128304	129614	-	GCA_003359435.2_ASM335943v2_CDS_0163	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0113	NZ_CP036171.1	129628	130191	-	GCA_003359435.2_ASM335943v2_CDS_0164	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0114	NZ_CP036171.1	130250	130789	-	GCA_003359435.2_ASM335943v2_CDS_0165	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0115	NZ_CP036171.1	130958	132535	+	GCA_003359435.2_ASM335943v2_CDS_0166	1	persistent	2	0	0
GCF_004295305.1_ASM429530v1_CDS_0116	NZ_CP036171.1	132550	133065	+	GCF_004295305.1_ASM429530v1_CDS_0116	1	persistent	2	0	1
GCF_004295305.1_ASM429530v1_CDS_0117	NZ_CP036171.1	133233	136538	+	GCF_003143895.1_ASM314389v1_CDS_0109	1	persistent	1	0	9
