gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_003143895.1_ASM314389v1_CDS_0001	NZ_CP029351.1	323	1720	+	GCF_002951295.1_ASM295129v1_CDS_3400	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0002	NZ_CP029351.1	1818	2966	+	GCA_003359435.2_ASM335943v2_CDS_0004	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0003	NZ_CP029351.1	2981	4063	+	GCF_002951295.1_ASM295129v1_CDS_3402	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0004	NZ_CP029351.1	4116	6584	+	GCF_002951295.1_ASM295129v1_CDS_3403	1	persistent	2	0	1
GCF_003143895.1_ASM314389v1_CDS_0005	NZ_CP029351.1	6622	7014	+	GCF_002951295.1_ASM295129v1_CDS_3404	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0006	NZ_CP029351.1	7104	7661	-	GCF_002951295.1_ASM295129v1_CDS_3405	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0007	NZ_CP029351.1	7928	9859	-	GCF_002951295.1_ASM295129v1_CDS_3406	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0008	NZ_CP029351.1	10112	11116	+	GCF_002951295.1_ASM295129v1_CDS_3407	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0009	NZ_CP029351.1	11372	12379	+	GCA_003359435.2_ASM335943v2_CDS_0013	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0010	NZ_CP029351.1	12727	13731	+	GCA_003359435.2_ASM335943v2_CDS_0014	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0011	NZ_CP029351.1	13856	14191	+	GCA_003359435.2_ASM335943v2_CDS_0015	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0012	NZ_CP029351.1	14248	15093	-	GCA_003359505.2_ASM335950v2_CDS_0018	1	persistent	2	0	0
GCF_003143895.1_ASM314389v1_CDS_0013	NZ_CP029351.1	15220	16347	-	GCF_002951295.1_ASM295129v1_CDS_3412	1	persistent	2	0	0
