gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_002951295.1_ASM295129v1_CDS_0001	NZ_CP014019.1	41	241	+	GCF_004295305.1_ASM429530v1_CDS_0373	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0002	NZ_CP014019.1	610	1839	+	GCF_002951295.1_ASM295129v1_CDS_0002	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0003	NZ_CP014019.1	1876	4026	-	GCF_002951295.1_ASM295129v1_CDS_0003	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0004	NZ_CP014019.1	4220	4795	-	GCF_002082665.1_ASM208266v1_CDS_0464	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0005	NZ_CP014019.1	4912	6030	-	GCF_002082665.1_ASM208266v1_CDS_0465	1	persistent	2	0	3
GCF_002951295.1_ASM295129v1_CDS_0006	NZ_CP014019.1	6156	6752	-	GCF_002082665.1_ASM208266v1_CDS_0466	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0007	NZ_CP014019.1	6959	7426	+	GCF_000814165.3_ASM81416v3_CDS_0369	1	persistent	2	0	3
GCF_002951295.1_ASM295129v1_CDS_0008	NZ_CP014019.1	7566	8138	+	GCF_003143895.1_ASM314389v1_CDS_0338	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0009	NZ_CP014019.1	8187	8720	-	GCF_003143895.1_ASM314389v1_CDS_0339	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0010	NZ_CP014019.1	8736	9530	-	GCA_003359505.2_ASM335950v2_CDS_0503	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0011	NZ_CP014019.1	9658	10935	+	GCF_003143895.1_ASM314389v1_CDS_0341	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0012	NZ_CP014019.1	11350	12783	+	GCF_000814165.3_ASM81416v3_CDS_0374	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0013	NZ_CP014019.1	13822	15093	+	GCF_003143895.1_ASM314389v1_CDS_0343	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0014	NZ_CP014019.1	15232	16446	+	GCA_003359505.2_ASM335950v2_CDS_4052	2	persistent	4	0	4
GCF_002951295.1_ASM295129v1_CDS_0015	NZ_CP014019.1	16465	17496	+	GCF_000814165.3_ASM81416v3_CDS_0377	1	persistent	2	0	4
GCF_002951295.1_ASM295129v1_CDS_0016	NZ_CP014019.1	17496	18965	+	GCF_003143895.1_ASM314389v1_CDS_0346	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0017	NZ_CP014019.1	18983	20326	+	GCF_003143895.1_ASM314389v1_CDS_0347	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0018	NZ_CP014019.1	20339	21316	+	GCF_003143895.1_ASM314389v1_CDS_0348	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0019	NZ_CP014019.1	21372	22106	-	GCA_003359395.2_ASM335939v2_CDS_0633	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0020	NZ_CP014019.1	22687	22998	+	GCF_003143895.1_ASM314389v1_CDS_0350	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0021	NZ_CP014019.1	23034	24365	+	GCF_000814165.3_ASM81416v3_CDS_0383	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0022	NZ_CP014019.1	24467	24898	-	GCA_003359355.2_ASM335935v2_CDS_0675	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0023	NZ_CP014019.1	24985	25404	-	GCA_003359355.2_ASM335935v2_CDS_0676	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0024	NZ_CP014019.1	25550	26416	-	GCA_003359395.2_ASM335939v2_CDS_0641	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0025	NZ_CP014019.1	26525	27424	+	GCA_003359395.2_ASM335939v2_CDS_0642	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0026	NZ_CP014019.1	27447	28409	-	GCF_002951295.1_ASM295129v1_CDS_0026	1	cloud	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0027	NZ_CP014019.1	28488	30557	-	GCA_003359505.2_ASM335950v2_CDS_0531	1	persistent	2	0	3
GCF_002951295.1_ASM295129v1_CDS_0028	NZ_CP014019.1	30557	31534	-	GCF_002951295.1_ASM295129v1_CDS_0028	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0029	NZ_CP014019.1	31624	32049	-	GCA_003359435.2_ASM335943v2_CDS_0545	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0030	NZ_CP014019.1	32079	32495	+	GCA_003359375.2_ASM335937v2_CDS_0636	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0031	NZ_CP014019.1	32605	33867	+	GCF_004295305.1_ASM429530v1_CDS_0403	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0032	NZ_CP014019.1	33870	34667	+	GCA_003359435.2_ASM335943v2_CDS_0548	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0033	NZ_CP014019.1	34800	35900	+	GCF_004295305.1_ASM429530v1_CDS_0405	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0034	NZ_CP014019.1	35970	36224	-	GCF_004295305.1_ASM429530v1_CDS_0406	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0035	NZ_CP014019.1	36467	37123	+	GCF_004295305.1_ASM429530v1_CDS_0407	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0036	NZ_CP014019.1	37195	39018	-	GCF_002082665.1_ASM208266v1_CDS_0496	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0037	NZ_CP014019.1	39276	41618	+	GCF_002082665.1_ASM208266v1_CDS_0497	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0038	NZ_CP014019.1	41666	42454	-	GCF_003143895.1_ASM314389v1_CDS_0370	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0039	NZ_CP014019.1	42632	43582	-	GCF_003143895.1_ASM314389v1_CDS_0371	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0040	NZ_CP014019.1	43710	44312	-	GCF_000814165.3_ASM81416v3_CDS_0402	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0041	NZ_CP014019.1	44616	46520	+	GCF_000814165.3_ASM81416v3_CDS_0403	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0042	NZ_CP014019.1	46642	47472	+	GCF_000814165.3_ASM81416v3_CDS_0404	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0043	NZ_CP014019.1	47883	49736	+	GCF_000814165.3_ASM81416v3_CDS_0405	1	persistent	3	0	1
GCF_002951295.1_ASM295129v1_CDS_0044	NZ_CP014019.1	49843	50013	+	GCF_000814165.3_ASM81416v3_CDS_0406	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0045	NZ_CP014019.1	50139	50957	+	GCF_000814165.3_ASM81416v3_CDS_0407	1	persistent	3	0	0
GCF_002951295.1_ASM295129v1_CDS_0046	NZ_CP014019.1	50954	51730	+	GCF_000814165.3_ASM81416v3_CDS_0408	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0047	NZ_CP014019.1	51730	52413	+	GCF_000814165.3_ASM81416v3_CDS_0409	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0048	NZ_CP014019.1	52440	53081	+	GCF_000814165.3_ASM81416v3_CDS_0410	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0049	NZ_CP014019.1	53093	53380	+	GCF_000814165.3_ASM81416v3_CDS_0411	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0050	NZ_CP014019.1	53454	54467	-	GCF_000814165.3_ASM81416v3_CDS_0412	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0051	NZ_CP014019.1	54625	55206	+	GCF_000814165.3_ASM81416v3_CDS_0413	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0052	NZ_CP014019.1	55221	55622	+	GCF_000814165.3_ASM81416v3_CDS_0414	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0053	NZ_CP014019.1	55625	56260	-	GCA_003359505.2_ASM335950v2_CDS_0563	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0054	NZ_CP014019.1	56253	58298	-	GCF_000814165.3_ASM81416v3_CDS_0416	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0055	NZ_CP014019.1	58319	59134	+	GCA_003359435.2_ASM335943v2_CDS_0577	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0056	NZ_CP014019.1	59250	60200	+	GCA_003359375.2_ASM335937v2_CDS_0673	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0057	NZ_CP014019.1	60243	62816	-	GCA_003359435.2_ASM335943v2_CDS_0579	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0058	NZ_CP014019.1	63092	63964	+	GCA_003359355.2_ASM335935v2_CDS_0734	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0059	NZ_CP014019.1	64019	65338	+	GCA_003359435.2_ASM335943v2_CDS_0581	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0060	NZ_CP014019.1	65381	66328	-	GCF_002951295.1_ASM295129v1_CDS_0060	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0061	NZ_CP014019.1	66455	67231	-	GCF_000814165.3_ASM81416v3_CDS_0423	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0062	NZ_CP014019.1	67340	67777	-	GCF_004295305.1_ASM429530v1_CDS_0434	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0063	NZ_CP014019.1	67863	68627	-	GCF_004295305.1_ASM429530v1_CDS_0435	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0064	NZ_CP014019.1	68771	70306	-	GCF_004295305.1_ASM429530v1_CDS_0436	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0065	NZ_CP014019.1	70350	71540	-	GCF_004295305.1_ASM429530v1_CDS_0437	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0066	NZ_CP014019.1	71709	72437	+	GCF_004295305.1_ASM429530v1_CDS_0438	1	persistent	2	0	2
GCF_002951295.1_ASM295129v1_CDS_0067	NZ_CP014019.1	72690	73001	+	GCF_004295305.1_ASM429530v1_CDS_0439	1	persistent	2	0	0
GCF_002951295.1_ASM295129v1_CDS_0068	NZ_CP014019.1	73059	73697	+	GCF_002082665.1_ASM208266v1_CDS_0528	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0069	NZ_CP014019.1	73709	74311	+	GCF_002082665.1_ASM208266v1_CDS_0529	1	persistent	2	0	1
GCF_002951295.1_ASM295129v1_CDS_0070	NZ_CP014019.1	74308	74628	+	GCF_003143895.1_ASM314389v1_CDS_0402	1	persistent	2	0	0
