gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_002082665.1_ASM208266v1_CDS_0001	NZ_CP020588.1	1320	2345	-	GCA_003359355.2_ASM335935v2_CDS_6024	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0002	NZ_CP020588.1	2358	3131	-	GCA_003359355.2_ASM335935v2_CDS_6025	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0003	NZ_CP020588.1	3153	4280	-	GCF_004295305.1_ASM429530v1_CDS_3545	1	persistent	2	0	2
GCF_002082665.1_ASM208266v1_CDS_0004	NZ_CP020588.1	4292	5941	-	GCF_002951295.1_ASM295129v1_CDS_3280	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0005	NZ_CP020588.1	6023	6913	-	GCA_003359435.2_ASM335943v2_CDS_4579	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0006	NZ_CP020588.1	6925	8442	-	GCA_003359435.2_ASM335943v2_CDS_4580	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0007	NZ_CP020588.1	8608	9489	+	GCA_003359435.2_ASM335943v2_CDS_4581	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0008	NZ_CP020588.1	9550	10980	-	GCA_003359435.2_ASM335943v2_CDS_4583	2	persistent	3	0	0
GCF_002082665.1_ASM208266v1_CDS_0009	NZ_CP020588.1	11351	12790	-	GCA_003359435.2_ASM335943v2_CDS_4583	2	persistent	3	0	0
GCF_002082665.1_ASM208266v1_CDS_0010	NZ_CP020588.1	12952	13311	-	GCA_003359505.2_ASM335950v2_CDS_5560	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0011	NZ_CP020588.1	13322	14425	-	GCA_003359395.2_ASM335939v2_CDS_5595	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0012	NZ_CP020588.1	14447	15712	-	GCF_003143895.1_ASM314389v1_CDS_3667	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0013	NZ_CP020588.1	15849	16316	+	GCF_003143895.1_ASM314389v1_CDS_3668	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0014	NZ_CP020588.1	16357	17502	-	GCF_003143895.1_ASM314389v1_CDS_3669	1	persistent	2	0	2
GCF_002082665.1_ASM208266v1_CDS_0015	NZ_CP020588.1	17577	19667	+	GCA_003359375.2_ASM335937v2_CDS_5493	1	persistent	2	0	2
GCF_002082665.1_ASM208266v1_CDS_0016	NZ_CP020588.1	19714	20094	-	GCF_002082665.1_ASM208266v1_CDS_0016	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0017	NZ_CP020588.1	20120	20500	-	GCF_002082665.1_ASM208266v1_CDS_0017	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0018	NZ_CP020588.1	20612	21277	-	GCF_002951295.1_ASM295129v1_CDS_3294	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0019	NZ_CP020588.1	21388	22089	-	GCF_002951295.1_ASM295129v1_CDS_3295	1	persistent	3	0	0
GCF_002082665.1_ASM208266v1_CDS_0020	NZ_CP020588.1	22170	22673	-	GCF_002951295.1_ASM295129v1_CDS_3296	1	persistent	2	0	2
GCF_002082665.1_ASM208266v1_CDS_0021	NZ_CP020588.1	23344	24045	+	GCF_002951295.1_ASM295129v1_CDS_3297	1	persistent	4	0	3
GCF_002082665.1_ASM208266v1_CDS_0022	NZ_CP020588.1	24143	25372	-	GCF_002082665.1_ASM208266v1_CDS_0022	1	persistent	2	0	4
GCF_002082665.1_ASM208266v1_CDS_0023	NZ_CP020588.1	25960	26337	+	GCF_003143895.1_ASM314389v1_CDS_3678	1	cloud	1	0	1
GCF_002082665.1_ASM208266v1_CDS_0024	NZ_CP020588.1	26530	26874	+	GCF_002082665.1_ASM208266v1_CDS_0024	1	cloud	1	0	2
GCF_002082665.1_ASM208266v1_CDS_0025	NZ_CP020588.1	27096	27302	-	GCF_004295305.1_ASM429530v1_CDS_3571	1	cloud	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0026	NZ_CP020588.1	27598	28173	-	GCF_004295305.1_ASM429530v1_CDS_3572	1	persistent	1	0	9
GCF_002082665.1_ASM208266v1_CDS_0027	NZ_CP020588.1	28805	29953	-	GCF_003143895.1_ASM314389v1_CDS_3682	1	cloud	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0028	NZ_CP020588.1	30031	32637	-	GCF_002951295.1_ASM295129v1_CDS_3303	1	persistent	1	0	7
GCF_002082665.1_ASM208266v1_CDS_0029	NZ_CP020588.1	32637	33794	-	GCA_003359355.2_ASM335935v2_CDS_6062	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0030	NZ_CP020588.1	33861	34745	-	GCF_004295305.1_ASM429530v1_CDS_3576	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0031	NZ_CP020588.1	34738	35448	-	GCF_000814165.3_ASM81416v3_CDS_3474	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0032	NZ_CP020588.1	35964	37178	+	GCF_000814165.3_ASM81416v3_CDS_3475	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0033	NZ_CP020588.1	37227	39083	-	GCF_002082665.1_ASM208266v1_CDS_0033	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0034	NZ_CP020588.1	39391	40536	-	GCA_003359505.2_ASM335950v2_CDS_5594	1	persistent	2	0	2
GCF_002082665.1_ASM208266v1_CDS_0035	NZ_CP020588.1	40533	41285	-	GCA_003359435.2_ASM335943v2_CDS_4611	1	persistent	2	0	0
GCF_002082665.1_ASM208266v1_CDS_0036	NZ_CP020588.1	41305	42966	-	GCA_003359435.2_ASM335943v2_CDS_4612	1	persistent	2	0	2
GCF_002082665.1_ASM208266v1_CDS_0037	NZ_CP020588.1	43346	44716	+	GCF_002951295.1_ASM295129v1_CDS_3312	1	persistent	2	0	2
GCF_002082665.1_ASM208266v1_CDS_0038	NZ_CP020588.1	44744	46585	-	GCF_002951295.1_ASM295129v1_CDS_3313	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0039	NZ_CP020588.1	46723	47742	-	GCA_003359505.2_ASM335950v2_CDS_5600	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0040	NZ_CP020588.1	47735	49405	-	GCF_004295305.1_ASM429530v1_CDS_3586	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0041	NZ_CP020588.1	49402	50664	-	GCA_003359435.2_ASM335943v2_CDS_4622	1	persistent	2	0	1
GCF_002082665.1_ASM208266v1_CDS_0042	NZ_CP020588.1	50780	51655	-	GCF_000814165.3_ASM81416v3_CDS_3485	1	persistent	1	1	1
GCF_002082665.1_ASM208266v1_CDS_0043	NZ_CP020588.1	51681	52295	-	GCF_002951295.1_ASM295129v1_CDS_3318	1	shell	1	1	0
GCF_002082665.1_ASM208266v1_CDS_0044	NZ_CP020588.1	52279	53436	-	GCF_003143895.1_ASM314389v1_CDS_3699	1	shell	0	2	0
GCF_002082665.1_ASM208266v1_CDS_0045	NZ_CP020588.1	53426	54529	-	GCF_003143895.1_ASM314389v1_CDS_3700	1	shell	0	2	1
GCF_002082665.1_ASM208266v1_CDS_0046	NZ_CP020588.1	54840	55916	-	GCF_003143895.1_ASM314389v1_CDS_3701	1	shell	0	2	1
GCF_002082665.1_ASM208266v1_CDS_0047	NZ_CP020588.1	55918	56781	-	GCF_003143895.1_ASM314389v1_CDS_3702	1	shell	1	1	0
GCF_002082665.1_ASM208266v1_CDS_0048	NZ_CP020588.1	56774	58039	-	GCF_002082665.1_ASM208266v1_CDS_0048	1	persistent	1	1	5
