gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359435.2_ASM335943v2_CDS_0001	CP033572.1	1	387	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0002	CP033572.1	435	983	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0003	CP033572.1	941	1396	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0004	CP033572.1	1494	2642	+	GCA_003359435.2_ASM335943v2_CDS_0004	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0005	CP033572.1	2862	3737	+	GCF_002951295.1_ASM295129v1_CDS_3402	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0006	CP033572.1	3790	5166	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359435.2_ASM335943v2_CDS_0007	CP033572.1	5145	5495	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359435.2_ASM335943v2_CDS_0008	CP033572.1	5480	6256	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359435.2_ASM335943v2_CDS_0009	CP033572.1	6320	6685	+	GCF_002951295.1_ASM295129v1_CDS_3404	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0010	CP033572.1	6774	7262	-	GCF_002951295.1_ASM295129v1_CDS_3405	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0011	CP033572.1	7597	9528	-	GCF_002951295.1_ASM295129v1_CDS_3406	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0012	CP033572.1	9785	10717	+	GCF_002951295.1_ASM295129v1_CDS_3407	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0013	CP033572.1	11041	12048	+	GCA_003359435.2_ASM335943v2_CDS_0013	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0014	CP033572.1	12396	13400	+	GCA_003359435.2_ASM335943v2_CDS_0014	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0015	CP033572.1	13525	13860	+	GCA_003359435.2_ASM335943v2_CDS_0015	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0016	CP033572.1	13919	14761	-	GCA_003359505.2_ASM335950v2_CDS_0018	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0017	CP033572.1	14888	15505	-	GCF_002951295.1_ASM295129v1_CDS_3412	2	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0018	CP033572.1	15508	16014	-	GCF_002951295.1_ASM295129v1_CDS_3412	2	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0019	CP033572.1	16094	17185	+	GCA_003359505.2_ASM335950v2_CDS_0021	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0020	CP033572.1	23642	24055	+	GCA_003359505.2_ASM335950v2_CDS_0022	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0021	CP033572.1	24084	24776	-	GCA_003359355.2_ASM335935v2_CDS_0030	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0022	CP033572.1	25400	26878	+	GCF_000814165.3_ASM81416v3_CDS_0017	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0023	CP033572.1	26891	27034	+	GCF_004295305.1_ASM429530v1_CDS_0018	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0024	CP033572.1	27058	28380	-	GCA_003359505.2_ASM335950v2_CDS_0026	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0025	CP033572.1	28377	29402	-	GCF_004295305.1_ASM429530v1_CDS_0020	1	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0026	CP033572.1	29687	30385	+	GCF_002082665.1_ASM208266v1_CDS_0144	2	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0027	CP033572.1	30409	31515	+	GCF_002082665.1_ASM208266v1_CDS_0144	2	persistent	2	0	0
GCA_003359435.2_ASM335943v2_CDS_0028	CP033572.1	31830	33119	+	GCF_002082665.1_ASM208266v1_CDS_0145	1	persistent	2	0	1
GCA_003359435.2_ASM335943v2_CDS_0029	CP033572.1	33199	33468	+	GCF_002951295.1_ASM295129v1_CDS_3422	2	persistent	2	0	2
GCA_003359435.2_ASM335943v2_CDS_0030	CP033572.1	33447	33929	+	GCF_002951295.1_ASM295129v1_CDS_3422	2	persistent	2	0	2
