gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359505.2_ASM335950v2_CDS_0001	CP033561.1	1	387	+	GCF_002951295.1_ASM295129v1_CDS_3400	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0002	CP033561.1	436	1398	+	GCF_002951295.1_ASM295129v1_CDS_3400	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0003	CP033561.1	1497	2645	+	GCA_003359435.2_ASM335943v2_CDS_0004	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0004	CP033561.1	2776	3171	+	GCF_002951295.1_ASM295129v1_CDS_3402	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0005	CP033561.1	3191	3742	+	GCF_002951295.1_ASM295129v1_CDS_3402	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0006	CP033561.1	3794	4453	+	GCF_002951295.1_ASM295129v1_CDS_3403	2	persistent	2	0	1
GCA_003359505.2_ASM335950v2_CDS_0007	CP033561.1	4425	6263	+	GCF_002951295.1_ASM295129v1_CDS_3403	2	persistent	2	0	1
GCA_003359505.2_ASM335950v2_CDS_0008	CP033561.1	6301	6693	+	GCF_002951295.1_ASM295129v1_CDS_3404	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0009	CP033561.1	6782	7339	-	GCF_002951295.1_ASM295129v1_CDS_3405	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0010	CP033561.1	7606	8055	-	GCF_002951295.1_ASM295129v1_CDS_3406	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0011	CP033561.1	8012	9538	-	GCF_002951295.1_ASM295129v1_CDS_3406	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0012	CP033561.1	9835	10620	+	GCF_002951295.1_ASM295129v1_CDS_3407	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0013	CP033561.1	11086	11499	+	GCA_003359435.2_ASM335943v2_CDS_0013	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0014	CP033561.1	11658	12059	+	GCA_003359435.2_ASM335943v2_CDS_0013	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0015	CP033561.1	12407	12907	+	GCA_003359435.2_ASM335943v2_CDS_0014	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0016	CP033561.1	12921	13412	+	GCA_003359435.2_ASM335943v2_CDS_0014	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0017	CP033561.1	13538	13873	+	GCA_003359435.2_ASM335943v2_CDS_0015	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0018	CP033561.1	13928	14773	-	GCA_003359505.2_ASM335950v2_CDS_0018	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0019	CP033561.1	14900	15547	-	GCF_002951295.1_ASM295129v1_CDS_3412	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0020	CP033561.1	15501	16028	-	GCF_002951295.1_ASM295129v1_CDS_3412	2	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0021	CP033561.1	16108	17322	+	GCA_003359505.2_ASM335950v2_CDS_0021	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0022	CP033561.1	23574	24014	+	GCA_003359505.2_ASM335950v2_CDS_0022	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0023	CP033561.1	24017	24754	-	GCA_003359355.2_ASM335935v2_CDS_0030	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0024	CP033561.1	25336	26814	+	GCF_000814165.3_ASM81416v3_CDS_0017	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0025	CP033561.1	26827	26970	+	GCF_004295305.1_ASM429530v1_CDS_0018	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0026	CP033561.1	26967	28316	-	GCA_003359505.2_ASM335950v2_CDS_0026	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0027	CP033561.1	28313	29275	-	GCF_004295305.1_ASM429530v1_CDS_0020	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0028	CP033561.1	29624	31453	+	GCF_002082665.1_ASM208266v1_CDS_0144	1	persistent	2	0	0
GCA_003359505.2_ASM335950v2_CDS_0029	CP033561.1	31768	32412	+	GCF_002082665.1_ASM208266v1_CDS_0145	2	persistent	2	0	1
GCA_003359505.2_ASM335950v2_CDS_0030	CP033561.1	32708	33055	+	GCF_002082665.1_ASM208266v1_CDS_0145	2	persistent	2	0	1
GCA_003359505.2_ASM335950v2_CDS_0031	CP033561.1	33133	33621	+	GCF_002951295.1_ASM295129v1_CDS_3422	2	persistent	2	0	2
GCA_003359505.2_ASM335950v2_CDS_0032	CP033561.1	33638	33865	+	GCF_002951295.1_ASM295129v1_CDS_3422	2	persistent	2	0	2
GCA_003359505.2_ASM335950v2_CDS_0033	CP033561.1	33875	34162	-	GCF_002951295.1_ASM295129v1_CDS_3423	2	persistent	2	0	1
GCA_003359505.2_ASM335950v2_CDS_0034	CP033561.1	34263	34763	-	GCF_002951295.1_ASM295129v1_CDS_3423	2	persistent	2	0	1
GCA_003359505.2_ASM335950v2_CDS_0035	CP033561.1	34843	36138	-	GCA_003359435.2_ASM335943v2_CDS_0033	1	persistent	2	0	1
GCA_003359505.2_ASM335950v2_CDS_0036	CP033561.1	36438	37592	-	GCF_002951295.1_ASM295129v1_CDS_3425	2	persistent	2	0	1
