gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359355.2_ASM335935v2_CDS_0001	CP033545.1	1	240	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0002	CP033545.1	436	927	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0003	CP033545.1	872	1360	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0004	CP033545.1	1498	1704	+	GCA_003359435.2_ASM335943v2_CDS_0004	3	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0005	CP033545.1	1691	1999	+	GCA_003359435.2_ASM335943v2_CDS_0004	3	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0006	CP033545.1	1999	2616	+	GCA_003359435.2_ASM335943v2_CDS_0004	3	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0007	CP033545.1	2869	3747	+	GCF_002951295.1_ASM295129v1_CDS_3402	1	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0008	CP033545.1	3799	4458	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359355.2_ASM335935v2_CDS_0009	CP033545.1	4458	4778	+	GCA_003359355.2_ASM335935v2_CDS_0009	1	cloud	1	0	0
GCA_003359355.2_ASM335935v2_CDS_0010	CP033545.1	4735	5058	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359355.2_ASM335935v2_CDS_0011	CP033545.1	5060	6271	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359355.2_ASM335935v2_CDS_0012	CP033545.1	6309	6455	+	GCF_002951295.1_ASM295129v1_CDS_3404	1	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0013	CP033545.1	6794	7165	-	GCF_002951295.1_ASM295129v1_CDS_3405	1	persistent	2	0	0
GCA_003359355.2_ASM335935v2_CDS_0014	CP033545.1	7620	8069	-	GCF_002951295.1_ASM295129v1_CDS_3406	2	persistent	2	0	0
