gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359375.2_ASM335937v2_CDS_0001	CP033557.1	188	388	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0002	CP033557.1	437	928	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0003	CP033557.1	891	1361	+	GCF_002951295.1_ASM295129v1_CDS_3400	3	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0004	CP033557.1	1500	2660	+	GCA_003359435.2_ASM335943v2_CDS_0004	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0005	CP033557.1	2781	3746	+	GCF_002951295.1_ASM295129v1_CDS_3402	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0006	CP033557.1	3799	4458	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359375.2_ASM335937v2_CDS_0007	CP033557.1	4430	4777	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359375.2_ASM335937v2_CDS_0008	CP033557.1	4734	6269	+	GCF_002951295.1_ASM295129v1_CDS_3403	3	persistent	2	0	1
GCA_003359375.2_ASM335937v2_CDS_0009	CP033557.1	6307	6453	+	GCF_002951295.1_ASM295129v1_CDS_3404	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0010	CP033557.1	6428	6667	+	GCF_002951295.1_ASM295129v1_CDS_3404	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0011	CP033557.1	6789	7346	-	GCF_002951295.1_ASM295129v1_CDS_3405	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0012	CP033557.1	7614	8063	-	GCF_002951295.1_ASM295129v1_CDS_3406	3	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0013	CP033557.1	8020	9222	-	GCF_002951295.1_ASM295129v1_CDS_3406	3	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0014	CP033557.1	9284	9547	-	GCF_002951295.1_ASM295129v1_CDS_3406	3	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0015	CP033557.1	9800	10804	+	GCF_002951295.1_ASM295129v1_CDS_3407	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0016	CP033557.1	11096	11509	+	GCA_003359435.2_ASM335943v2_CDS_0013	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0017	CP033557.1	11556	12068	+	GCA_003359435.2_ASM335943v2_CDS_0013	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0018	CP033557.1	12417	13421	+	GCA_003359435.2_ASM335943v2_CDS_0014	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0019	CP033557.1	13545	13880	+	GCA_003359435.2_ASM335943v2_CDS_0015	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0020	CP033557.1	13939	14781	-	GCA_003359505.2_ASM335950v2_CDS_0018	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0021	CP033557.1	14908	15555	-	GCF_002951295.1_ASM295129v1_CDS_3412	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0022	CP033557.1	15509	16036	-	GCF_002951295.1_ASM295129v1_CDS_3412	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0023	CP033557.1	16116	17054	+	GCA_003359505.2_ASM335950v2_CDS_0021	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0024	CP033557.1	17023	17331	+	GCA_003359505.2_ASM335950v2_CDS_0021	2	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0026	CP033557.1	23552	23965	+	GCA_003359505.2_ASM335950v2_CDS_0022	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0027	CP033557.1	23994	24599	-	GCA_003359355.2_ASM335935v2_CDS_0030	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0028	CP033557.1	25316	26794	+	GCF_000814165.3_ASM81416v3_CDS_0017	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0029	CP033557.1	26807	26950	+	GCF_004295305.1_ASM429530v1_CDS_0018	1	persistent	2	0	0
GCA_003359375.2_ASM335937v2_CDS_0030	CP033557.1	26975	28210	-	GCA_003359505.2_ASM335950v2_CDS_0026	1	persistent	2	0	0
