gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_014717935.1_ASM1471793v1_CDS_0001	CP061556.1	1	333	+	GCA_014720715.1_ASM1472071v1_CDS_0001	2	persistent	1	0	0
GCA_014717935.1_ASM1471793v1_CDS_0002	CP061556.1	435	1397	+	GCA_014720715.1_ASM1472071v1_CDS_0001	2	persistent	1	0	0
GCA_014717935.1_ASM1471793v1_CDS_0003	CP061556.1	1495	2643	+	GCA_014720715.1_ASM1472071v1_CDS_0002	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0004	CP061556.1	2658	3740	+	GCA_014720715.1_ASM1472071v1_CDS_0003	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0005	CP061556.1	3793	5487	+	GCA_014718535.1_ASM1471853v1_CDS_0004	2	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0006	CP061556.1	5568	6260	+	GCA_014718535.1_ASM1471853v1_CDS_0004	2	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0007	CP061556.1	6298	6690	+	GCA_014718755.1_ASM1471875v1_CDS_0005	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0008	CP061556.1	6772	7329	-	GCA_014718955.1_ASM1471895v1_CDS_0006	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0009	CP061556.1	7596	9527	-	GCA_014718755.1_ASM1471875v1_CDS_0007	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0010	CP061556.1	9780	10082	+	GCA_014718955.1_ASM1471895v1_CDS_0008	2	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0011	CP061556.1	10079	10783	+	GCA_014718955.1_ASM1471895v1_CDS_0008	2	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0012	CP061556.1	11039	12046	+	GCA_014717695.1_ASM1471769v1_CDS_0009	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0013	CP061556.1	12399	13403	+	GCA_014717935.1_ASM1471793v1_CDS_0013	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0014	CP061556.1	13528	13863	+	GCA_014718155.1_ASM1471815v1_CDS_0012	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0015	CP061556.1	13924	14766	-	GCA_014717935.1_ASM1471793v1_CDS_0015	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0016	CP061556.1	14893	16020	-	GCA_014719655.1_ASM1471965v1_CDS_0014	1	persistent	2	0	1
GCA_014717935.1_ASM1471793v1_CDS_0017	CP061556.1	16100	17314	+	GCA_014717935.1_ASM1471793v1_CDS_0017	1	persistent	2	1	3
GCA_014717935.1_ASM1471793v1_CDS_0018	CP061556.1	17487	18047	+	GCA_014717935.1_ASM1471793v1_CDS_0018	1	cloud	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0019	CP061556.1	24139	24735	+	GCA_014719655.1_ASM1471965v1_CDS_0016	1	persistent	3	1	2
GCA_014717935.1_ASM1471793v1_CDS_0020	CP061556.1	24784	25476	-	GCA_014718155.1_ASM1471815v1_CDS_0018	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0021	CP061556.1	26106	27584	+	GCA_014719655.1_ASM1471965v1_CDS_0018	1	persistent	3	0	0
GCA_014717935.1_ASM1471793v1_CDS_0022	CP061556.1	27597	27740	+	GCA_014719655.1_ASM1471965v1_CDS_0019	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0023	CP061556.1	27781	28554	-	GCA_014718755.1_ASM1471875v1_CDS_0020	2	persistent	3	0	0
GCA_014717935.1_ASM1471793v1_CDS_0024	CP061556.1	28581	29084	-	GCA_014718755.1_ASM1471875v1_CDS_0020	2	persistent	3	0	0
GCA_014717935.1_ASM1471793v1_CDS_0025	CP061556.1	29081	30043	-	GCA_014719655.1_ASM1471965v1_CDS_0022	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0026	CP061556.1	30434	32221	+	GCA_014722275.1_ASM1472227v1_CDS_4052	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0027	CP061556.1	32535	33824	+	GCA_014718155.1_ASM1471815v1_CDS_0024	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0028	CP061556.1	33903	34634	+	GCA_014722275.1_ASM1472227v1_CDS_4050	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0029	CP061556.1	34631	35533	-	GCA_014722275.1_ASM1472227v1_CDS_4049	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0030	CP061556.1	35613	36908	-	GCA_014722275.1_ASM1472227v1_CDS_4048	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0031	CP061556.1	37206	39890	-	GCA_014718535.1_ASM1471853v1_CDS_0031	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0032	CP061556.1	40062	40751	-	GCA_014718535.1_ASM1471853v1_CDS_0032	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0033	CP061556.1	40835	41941	+	GCA_014718535.1_ASM1471853v1_CDS_0033	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0034	CP061556.1	41938	45063	+	GCA_014718535.1_ASM1471853v1_CDS_0034	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0035	CP061556.1	45203	45580	+	GCA_014720715.1_ASM1472071v1_CDS_0033	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0036	CP061556.1	45684	46796	+	GCA_014720715.1_ASM1472071v1_CDS_0034	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0037	CP061556.1	46910	47266	-	GCA_014720715.1_ASM1472071v1_CDS_0035	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0038	CP061556.1	47451	47657	+	GCA_014722275.1_ASM1472227v1_CDS_4040	2	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0039	CP061556.1	47599	48273	+	GCA_014722275.1_ASM1472227v1_CDS_4040	2	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0040	CP061556.1	48325	48978	+	GCA_014722275.1_ASM1472227v1_CDS_4039	1	persistent	3	0	0
GCA_014717935.1_ASM1471793v1_CDS_0041	CP061556.1	49109	49702	+	GCA_014718955.1_ASM1471895v1_CDS_0041	1	persistent	3	0	0
GCA_014717935.1_ASM1471793v1_CDS_0042	CP061556.1	49705	50733	-	GCA_014717935.1_ASM1471793v1_CDS_0042	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0043	CP061556.1	50772	51191	-	GCA_014718755.1_ASM1471875v1_CDS_0042	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0044	CP061556.1	51362	51607	-	GCA_014718155.1_ASM1471815v1_CDS_0045	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0045	CP061556.1	51617	52153	-	GCA_014718155.1_ASM1471815v1_CDS_0046	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0046	CP061556.1	52201	53235	-	GCA_014720295.1_ASM1472029v1_CDS_4065	1	persistent	3	0	0
GCA_014717935.1_ASM1471793v1_CDS_0047	CP061556.1	53267	53368	-	GCA_014720295.1_ASM1472029v1_CDS_4064	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0048	CP061556.1	53377	53739	-	GCA_014720295.1_ASM1472029v1_CDS_4063	1	persistent	3	0	0
GCA_014717935.1_ASM1471793v1_CDS_0049	CP061556.1	53922	54659	-	GCA_014718155.1_ASM1471815v1_CDS_0050	1	persistent	2	0	0
GCA_014717935.1_ASM1471793v1_CDS_0050	CP061556.1	54831	54989	-	GCA_014719655.1_ASM1471965v1_CDS_0049	1	persistent	2	0	0
