gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_014720715.1_ASM1472071v1_CDS_0001	CP061609.1	1	1398	+	GCA_014720715.1_ASM1472071v1_CDS_0001	1	persistent	1	0	0
GCA_014720715.1_ASM1472071v1_CDS_0002	CP061609.1	1496	2644	+	GCA_014720715.1_ASM1472071v1_CDS_0002	1	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0003	CP061609.1	2659	3741	+	GCA_014720715.1_ASM1472071v1_CDS_0003	1	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0004	CP061609.1	3794	5653	+	GCA_014718535.1_ASM1471853v1_CDS_0004	2	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0005	CP061609.1	5628	6263	+	GCA_014718535.1_ASM1471853v1_CDS_0004	2	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0006	CP061609.1	6301	6693	+	GCA_014718755.1_ASM1471875v1_CDS_0005	1	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0007	CP061609.1	6776	7333	-	GCA_014718955.1_ASM1471895v1_CDS_0006	1	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0008	CP061609.1	7600	8499	-	GCA_014718755.1_ASM1471875v1_CDS_0007	2	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0009	CP061609.1	8574	9533	-	GCA_014718755.1_ASM1471875v1_CDS_0007	2	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0010	CP061609.1	9786	10790	+	GCA_014718955.1_ASM1471895v1_CDS_0008	1	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0011	CP061609.1	11046	11756	+	GCA_014717695.1_ASM1471769v1_CDS_0009	2	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0012	CP061609.1	11722	12054	+	GCA_014717695.1_ASM1471769v1_CDS_0009	2	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0013	CP061609.1	12409	13413	+	GCA_014717935.1_ASM1471793v1_CDS_0013	1	persistent	2	0	0
GCA_014720715.1_ASM1472071v1_CDS_0014	CP061609.1	13538	13873	+	GCA_014718155.1_ASM1471815v1_CDS_0012	1	persistent	2	0	0
