gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_014718955.1_ASM1471895v1_CDS_0001	CP061571.1	1	1398	+	GCA_014720715.1_ASM1472071v1_CDS_0001	1	persistent	1	0	0
GCA_014718955.1_ASM1471895v1_CDS_0002	CP061571.1	1496	2644	+	GCA_014720715.1_ASM1472071v1_CDS_0002	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0003	CP061571.1	2659	3741	+	GCA_014720715.1_ASM1472071v1_CDS_0003	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0004	CP061571.1	3794	6262	+	GCA_014718535.1_ASM1471853v1_CDS_0004	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0005	CP061571.1	6300	6692	+	GCA_014718755.1_ASM1471875v1_CDS_0005	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0006	CP061571.1	6772	7329	-	GCA_014718955.1_ASM1471895v1_CDS_0006	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0007	CP061571.1	7597	9528	-	GCA_014718755.1_ASM1471875v1_CDS_0007	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0008	CP061571.1	9782	10786	+	GCA_014718955.1_ASM1471895v1_CDS_0008	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0009	CP061571.1	11042	12049	+	GCA_014717695.1_ASM1471769v1_CDS_0009	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0010	CP061571.1	12403	13407	+	GCA_014717935.1_ASM1471793v1_CDS_0013	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0011	CP061571.1	13532	13867	+	GCA_014718155.1_ASM1471815v1_CDS_0012	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0012	CP061571.1	13927	14769	-	GCA_014717935.1_ASM1471793v1_CDS_0015	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0013	CP061571.1	14897	16024	-	GCA_014719655.1_ASM1471965v1_CDS_0014	1	persistent	2	0	1
GCA_014718955.1_ASM1471895v1_CDS_0014	CP061571.1	16104	17195	+	GCA_014717935.1_ASM1471793v1_CDS_0017	1	persistent	2	1	3
GCA_014718955.1_ASM1471895v1_CDS_0015	CP061571.1	17490	17906	+	GCA_014718955.1_ASM1471895v1_CDS_0015	1	cloud	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0016	CP061571.1	23946	24542	+	GCA_014719655.1_ASM1471965v1_CDS_0016	1	persistent	3	1	2
GCA_014718955.1_ASM1471895v1_CDS_0017	CP061571.1	24591	25283	-	GCA_014718155.1_ASM1471815v1_CDS_0018	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0018	CP061571.1	25914	27392	+	GCA_014719655.1_ASM1471965v1_CDS_0018	1	persistent	3	0	0
GCA_014718955.1_ASM1471895v1_CDS_0019	CP061571.1	27405	27548	+	GCA_014719655.1_ASM1471965v1_CDS_0019	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0020	CP061571.1	27588	28892	-	GCA_014718755.1_ASM1471875v1_CDS_0020	1	persistent	3	0	0
GCA_014718955.1_ASM1471895v1_CDS_0021	CP061571.1	28889	29851	-	GCA_014719655.1_ASM1471965v1_CDS_0022	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0022	CP061571.1	30241	32028	+	GCA_014722275.1_ASM1472227v1_CDS_4052	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0023	CP061571.1	32342	33631	+	GCA_014718155.1_ASM1471815v1_CDS_0024	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0024	CP061571.1	33710	34270	+	GCA_014722275.1_ASM1472227v1_CDS_4050	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0025	CP061571.1	34452	35342	-	GCA_014722275.1_ASM1472227v1_CDS_4049	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0026	CP061571.1	35422	36717	-	GCA_014722275.1_ASM1472227v1_CDS_4048	1	persistent	2	0	0
GCA_014718955.1_ASM1471895v1_CDS_0027	CP061571.1	37015	39699	-	GCA_014718535.1_ASM1471853v1_CDS_0031	1	persistent	2	0	0
