gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_014718755.1_ASM1471875v1_CDS_0001	CP061568.1	1	1398	+	GCA_014720715.1_ASM1472071v1_CDS_0001	1	persistent	1	0	0
GCA_014718755.1_ASM1471875v1_CDS_0002	CP061568.1	1496	2644	+	GCA_014720715.1_ASM1472071v1_CDS_0002	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0003	CP061568.1	2659	3741	+	GCA_014720715.1_ASM1472071v1_CDS_0003	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0004	CP061568.1	3794	6262	+	GCA_014718535.1_ASM1471853v1_CDS_0004	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0005	CP061568.1	6300	6692	+	GCA_014718755.1_ASM1471875v1_CDS_0005	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0006	CP061568.1	6773	7330	-	GCA_014718955.1_ASM1471895v1_CDS_0006	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0007	CP061568.1	7597	9528	-	GCA_014718755.1_ASM1471875v1_CDS_0007	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0008	CP061568.1	9781	10785	+	GCA_014718955.1_ASM1471895v1_CDS_0008	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0009	CP061568.1	11041	12048	+	GCA_014717695.1_ASM1471769v1_CDS_0009	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0010	CP061568.1	12403	13407	+	GCA_014717935.1_ASM1471793v1_CDS_0013	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0011	CP061568.1	13532	13867	+	GCA_014718155.1_ASM1471815v1_CDS_0012	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0012	CP061568.1	13928	14770	-	GCA_014717935.1_ASM1471793v1_CDS_0015	1	persistent	2	0	0
GCA_014718755.1_ASM1471875v1_CDS_0013	CP061568.1	14897	16024	-	GCA_014719655.1_ASM1471965v1_CDS_0014	1	persistent	2	0	1
GCA_014718755.1_ASM1471875v1_CDS_0014	CP061568.1	16104	17318	+	GCA_014717935.1_ASM1471793v1_CDS_0017	1	persistent	2	1	3
