gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_014718155.1_ASM1471815v1_CDS_0001	CP061551.1	1	1398	+	GCA_014720715.1_ASM1472071v1_CDS_0001	1	persistent	1	0	0
GCA_014718155.1_ASM1471815v1_CDS_0002	CP061551.1	1496	2644	+	GCA_014720715.1_ASM1472071v1_CDS_0002	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0003	CP061551.1	2659	3741	+	GCA_014720715.1_ASM1472071v1_CDS_0003	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0004	CP061551.1	3794	6262	+	GCA_014718535.1_ASM1471853v1_CDS_0004	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0005	CP061551.1	6300	6692	+	GCA_014718755.1_ASM1471875v1_CDS_0005	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0006	CP061551.1	6772	7329	-	GCA_014718955.1_ASM1471895v1_CDS_0006	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0007	CP061551.1	7596	9527	-	GCA_014718755.1_ASM1471875v1_CDS_0007	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0008	CP061551.1	9780	10784	+	GCA_014718955.1_ASM1471895v1_CDS_0008	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0009	CP061551.1	11040	12047	+	GCA_014717695.1_ASM1471769v1_CDS_0009	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0010	CP061551.1	12402	12902	+	GCA_014717935.1_ASM1471793v1_CDS_0013	2	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0011	CP061551.1	12916	13407	+	GCA_014717935.1_ASM1471793v1_CDS_0013	2	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0012	CP061551.1	13532	13867	+	GCA_014718155.1_ASM1471815v1_CDS_0012	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0013	CP061551.1	14046	14768	-	GCA_014717935.1_ASM1471793v1_CDS_0015	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0014	CP061551.1	14896	16023	-	GCA_014719655.1_ASM1471965v1_CDS_0014	1	persistent	2	0	1
GCA_014718155.1_ASM1471815v1_CDS_0015	CP061551.1	16103	16447	+	GCA_014717695.1_ASM1471769v1_CDS_0014	1	cloud	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0016	CP061551.1	16399	17316	+	GCA_014717935.1_ASM1471793v1_CDS_0017	1	persistent	2	1	3
GCA_014718155.1_ASM1471815v1_CDS_0017	CP061551.1	23783	24379	+	GCA_014719655.1_ASM1471965v1_CDS_0016	1	persistent	3	1	2
GCA_014718155.1_ASM1471815v1_CDS_0018	CP061551.1	24428	25120	-	GCA_014718155.1_ASM1471815v1_CDS_0018	1	persistent	2	0	0
GCA_014718155.1_ASM1471815v1_CDS_0019	CP061551.1	25751	27229	+	GCA_014719655.1_ASM1471965v1_CDS_0018	1	persistent	3	0	0
GCA_014718155.1_ASM1471815v1_CDS_0020	CP061551.1	27424	28197	-	GCA_014718755.1_ASM1471875v1_CDS_0020	2	persistent	3	0	0
GCA_014718155.1_ASM1471815v1_CDS_0021	CP061551.1	28224	28727	-	GCA_014718755.1_ASM1471875v1_CDS_0020	2	persistent	3	0	0
