gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_014717695.1_ASM1471769v1_CDS_0001	CP061543.1	1	1398	+	GCA_014720715.1_ASM1472071v1_CDS_0001	1	persistent	1	0	0
GCA_014717695.1_ASM1471769v1_CDS_0002	CP061543.1	1496	2644	+	GCA_014720715.1_ASM1472071v1_CDS_0002	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0003	CP061543.1	2659	3741	+	GCA_014720715.1_ASM1472071v1_CDS_0003	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0004	CP061543.1	3794	6262	+	GCA_014718535.1_ASM1471853v1_CDS_0004	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0005	CP061543.1	6300	6692	+	GCA_014718755.1_ASM1471875v1_CDS_0005	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0006	CP061543.1	6772	7329	-	GCA_014718955.1_ASM1471895v1_CDS_0006	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0007	CP061543.1	7596	9527	-	GCA_014718755.1_ASM1471875v1_CDS_0007	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0008	CP061543.1	9780	10784	+	GCA_014718955.1_ASM1471895v1_CDS_0008	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0009	CP061543.1	11040	12047	+	GCA_014717695.1_ASM1471769v1_CDS_0009	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0010	CP061543.1	12402	13406	+	GCA_014717935.1_ASM1471793v1_CDS_0013	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0011	CP061543.1	13531	13866	+	GCA_014718155.1_ASM1471815v1_CDS_0012	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0012	CP061543.1	13926	14768	-	GCA_014717935.1_ASM1471793v1_CDS_0015	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0013	CP061543.1	14896	16023	-	GCA_014719655.1_ASM1471965v1_CDS_0014	1	persistent	2	0	1
GCA_014717695.1_ASM1471769v1_CDS_0014	CP061543.1	16103	16447	+	GCA_014717695.1_ASM1471769v1_CDS_0014	1	cloud	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0015	CP061543.1	16399	17316	+	GCA_014717935.1_ASM1471793v1_CDS_0017	1	persistent	2	1	3
GCA_014717695.1_ASM1471769v1_CDS_0016	CP061543.1	23675	24271	+	GCA_014719655.1_ASM1471965v1_CDS_0016	1	persistent	3	1	2
GCA_014717695.1_ASM1471769v1_CDS_0017	CP061543.1	24320	25012	-	GCA_014718155.1_ASM1471815v1_CDS_0018	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0018	CP061543.1	25643	27121	+	GCA_014719655.1_ASM1471965v1_CDS_0018	1	persistent	3	0	0
GCA_014717695.1_ASM1471769v1_CDS_0019	CP061543.1	27317	28090	-	GCA_014718755.1_ASM1471875v1_CDS_0020	2	persistent	3	0	0
GCA_014717695.1_ASM1471769v1_CDS_0020	CP061543.1	28117	28620	-	GCA_014718755.1_ASM1471875v1_CDS_0020	2	persistent	3	0	0
GCA_014717695.1_ASM1471769v1_CDS_0021	CP061543.1	28617	29579	-	GCA_014719655.1_ASM1471965v1_CDS_0022	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0022	CP061543.1	29970	31757	+	GCA_014722275.1_ASM1472227v1_CDS_4052	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0023	CP061543.1	32071	33360	+	GCA_014718155.1_ASM1471815v1_CDS_0024	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0024	CP061543.1	33439	34170	+	GCA_014722275.1_ASM1472227v1_CDS_4050	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0025	CP061543.1	34180	35070	-	GCA_014722275.1_ASM1472227v1_CDS_4049	1	persistent	2	0	0
GCA_014717695.1_ASM1471769v1_CDS_0026	CP061543.1	35150	36445	-	GCA_014722275.1_ASM1472227v1_CDS_4048	1	persistent	2	0	0
