gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_014722275.1_ASM1472227v1_CDS_0001	CP061650.1	1	1398	+	GCA_014720715.1_ASM1472071v1_CDS_0001	1	persistent	1	0	0
GCA_014722275.1_ASM1472227v1_CDS_0002	CP061650.1	1496	2644	+	GCA_014720715.1_ASM1472071v1_CDS_0002	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0003	CP061650.1	2659	3741	+	GCA_014720715.1_ASM1472071v1_CDS_0003	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0004	CP061650.1	3794	5488	+	GCA_014718535.1_ASM1471853v1_CDS_0004	2	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0005	CP061650.1	5569	6261	+	GCA_014718535.1_ASM1471853v1_CDS_0004	2	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0006	CP061650.1	6299	6691	+	GCA_014718755.1_ASM1471875v1_CDS_0005	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0007	CP061650.1	6772	7329	-	GCA_014718955.1_ASM1471895v1_CDS_0006	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0008	CP061650.1	7596	9527	-	GCA_014718755.1_ASM1471875v1_CDS_0007	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0009	CP061650.1	9780	10784	+	GCA_014718955.1_ASM1471895v1_CDS_0008	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0010	CP061650.1	11040	12047	+	GCA_014717695.1_ASM1471769v1_CDS_0009	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0011	CP061650.1	12402	13406	+	GCA_014717935.1_ASM1471793v1_CDS_0013	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0012	CP061650.1	13531	13866	+	GCA_014718155.1_ASM1471815v1_CDS_0012	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0013	CP061650.1	13927	14769	-	GCA_014717935.1_ASM1471793v1_CDS_0015	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0014	CP061650.1	14896	16023	-	GCA_014719655.1_ASM1471965v1_CDS_0014	1	persistent	2	0	1
GCA_014722275.1_ASM1472227v1_CDS_0015	CP061650.1	16103	17317	+	GCA_014717935.1_ASM1471793v1_CDS_0017	1	persistent	2	1	3
GCA_014722275.1_ASM1472227v1_CDS_0016	CP061650.1	17465	17608	+	GCA_014720295.1_ASM1472029v1_CDS_0015	1	shell	3	0	0
GCA_014722275.1_ASM1472227v1_CDS_0017	CP061650.1	23675	23986	+	GCA_014717695.1_ASM1471769v1_CDS_3759	1	persistent	2	1	1
GCA_014722275.1_ASM1472227v1_CDS_0018	CP061650.1	24032	24574	-	GCA_014717695.1_ASM1471769v1_CDS_3758	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0019	CP061650.1	24706	25188	-	GCA_014717695.1_ASM1471769v1_CDS_3757	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0020	CP061650.1	25190	25720	-	GCA_014718155.1_ASM1471815v1_CDS_3736	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0021	CP061650.1	25713	28550	-	GCA_014718155.1_ASM1471815v1_CDS_3735	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0022	CP061650.1	28612	29613	-	GCA_014718155.1_ASM1471815v1_CDS_3734	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0023	CP061650.1	29822	30592	+	GCA_014718155.1_ASM1471815v1_CDS_3733	2	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0024	CP061650.1	30577	30954	+	GCA_014718155.1_ASM1471815v1_CDS_3733	2	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0025	CP061650.1	31036	31602	+	GCA_014718155.1_ASM1471815v1_CDS_3732	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0026	CP061650.1	31636	32256	-	GCA_014718155.1_ASM1471815v1_CDS_3731	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0027	CP061650.1	32516	33316	-	GCA_014718155.1_ASM1471815v1_CDS_3730	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0028	CP061650.1	33330	34127	-	GCA_014718155.1_ASM1471815v1_CDS_3729	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0029	CP061650.1	34124	35299	-	GCA_014718155.1_ASM1471815v1_CDS_3728	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0030	CP061650.1	35327	36310	-	GCA_014718155.1_ASM1471815v1_CDS_3727	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0031	CP061650.1	36382	37146	-	GCA_014720295.1_ASM1472029v1_CDS_0029	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0032	CP061650.1	37683	39038	-	GCA_014720295.1_ASM1472029v1_CDS_0030	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0033	CP061650.1	39159	39488	-	GCA_014720715.1_ASM1472071v1_CDS_3813	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0034	CP061650.1	39715	40125	-	GCA_014720715.1_ASM1472071v1_CDS_3812	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0035	CP061650.1	40343	41089	-	GCA_014720295.1_ASM1472029v1_CDS_0033	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0036	CP061650.1	41155	41853	-	GCA_014718535.1_ASM1471853v1_CDS_3843	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0037	CP061650.1	41853	42566	-	GCA_014720295.1_ASM1472029v1_CDS_0035	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0038	CP061650.1	42747	43364	+	GCA_014718535.1_ASM1471853v1_CDS_3841	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0039	CP061650.1	43456	44103	-	GCA_014722275.1_ASM1472227v1_CDS_0039	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0040	CP061650.1	44242	44880	-	GCA_014718955.1_ASM1471895v1_CDS_3881	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0041	CP061650.1	45054	46079	+	GCA_014722275.1_ASM1472227v1_CDS_0041	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0042	CP061650.1	46104	47252	+	GCA_014722275.1_ASM1472227v1_CDS_0042	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0043	CP061650.1	47412	48128	+	GCA_014718755.1_ASM1471875v1_CDS_4039	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0044	CP061650.1	48417	50585	+	GCA_014718755.1_ASM1471875v1_CDS_4038	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0045	CP061650.1	50965	51132	+	GCA_014722275.1_ASM1472227v1_CDS_0045	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0046	CP061650.1	51388	51975	-	GCA_014717695.1_ASM1471769v1_CDS_3731	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0047	CP061650.1	52147	52716	+	GCA_014717695.1_ASM1471769v1_CDS_3730	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0048	CP061650.1	52800	54341	+	GCA_014717695.1_ASM1471769v1_CDS_3729	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0049	CP061650.1	54390	55085	-	GCA_014722275.1_ASM1472227v1_CDS_0049	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0050	CP061650.1	55135	55857	-	GCA_014717695.1_ASM1471769v1_CDS_3726	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0051	CP061650.1	56051	58243	-	GCA_014720715.1_ASM1472071v1_CDS_3793	1	persistent	2	0	1
GCA_014722275.1_ASM1472227v1_CDS_0052	CP061650.1	58240	58692	-	GCA_014720715.1_ASM1472071v1_CDS_3792	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0053	CP061650.1	58694	59836	-	GCA_014719655.1_ASM1471965v1_CDS_3865	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0054	CP061650.1	59999	60403	+	GCA_014718155.1_ASM1471815v1_CDS_3700	2	persistent	2	0	1
GCA_014722275.1_ASM1472227v1_CDS_0055	CP061650.1	60529	61275	+	GCA_014718155.1_ASM1471815v1_CDS_3700	2	persistent	2	0	1
GCA_014722275.1_ASM1472227v1_CDS_0056	CP061650.1	61298	62083	+	GCA_014719655.1_ASM1471965v1_CDS_3863	2	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0057	CP061650.1	62026	62373	+	GCA_014719655.1_ASM1471965v1_CDS_3863	2	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0058	CP061650.1	62390	63295	+	GCA_014718155.1_ASM1471815v1_CDS_3698	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0059	CP061650.1	63295	64188	+	GCA_014718155.1_ASM1471815v1_CDS_3697	1	persistent	2	0	0
GCA_014722275.1_ASM1472227v1_CDS_0060	CP061650.1	64247	64801	+	GCA_014718155.1_ASM1471815v1_CDS_3696	1	persistent	1	1	3
GCA_014722275.1_ASM1472227v1_CDS_0061	CP061650.1	64924	65979	+	GCA_014718755.1_ASM1471875v1_CDS_4021	1	shell	1	1	0
GCA_014722275.1_ASM1472227v1_CDS_0062	CP061650.1	65984	67072	+	GCA_014718755.1_ASM1471875v1_CDS_4020	1	shell	0	2	0
GCA_014722275.1_ASM1472227v1_CDS_0063	CP061650.1	67072	68136	+	GCA_014718755.1_ASM1471875v1_CDS_4019	1	shell	0	2	1
GCA_014722275.1_ASM1472227v1_CDS_0064	CP061650.1	68142	68432	+	GCA_014722275.1_ASM1472227v1_CDS_0064	1	shell	0	2	0
GCA_014722275.1_ASM1472227v1_CDS_0065	CP061650.1	68432	68641	+	GCA_014722275.1_ASM1472227v1_CDS_0065	1	shell	0	2	0
GCA_014722275.1_ASM1472227v1_CDS_0066	CP061650.1	68753	70033	+	GCA_014720295.1_ASM1472029v1_CDS_0063	1	shell	0	2	1
GCA_014722275.1_ASM1472227v1_CDS_0067	CP061650.1	70331	71482	+	GCA_014722275.1_ASM1472227v1_CDS_0067	1	shell	0	2	0
GCA_014722275.1_ASM1472227v1_CDS_0068	CP061650.1	71479	72549	+	GCA_014720295.1_ASM1472029v1_CDS_0065	1	shell	0	2	0
GCA_014722275.1_ASM1472227v1_CDS_0069	CP061650.1	72546	73331	+	GCA_014720295.1_ASM1472029v1_CDS_0066	1	shell	0	2	0
