gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359315.2_ASM335931v2_CDS_0001	CP033568.1	1	432	+	GCA_003359315.2_ASM335931v2_CDS_0001	1	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0002	CP033568.1	449	694	+	GCA_003359305.2_ASM335930v2_CDS_0001	2	persistent	4	0	1
GCA_003359315.2_ASM335931v2_CDS_0003	CP033568.1	703	1254	+	GCA_003359305.2_ASM335930v2_CDS_0001	2	persistent	4	0	1
GCA_003359315.2_ASM335931v2_CDS_0004	CP033568.1	1238	1411	+	GCA_003354845.1_ASM335484v1_CDS_0003	1	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0005	CP033568.1	1509	2657	+	GCA_003354845.1_ASM335484v1_CDS_0004	1	persistent	3	0	1
GCA_003359315.2_ASM335931v2_CDS_0006	CP033568.1	2672	3691	+	GCF_001577285.1_ASM157728v1_CDS_0949	1	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0007	CP033568.1	3808	4788	+	GCF_001577285.1_ASM157728v1_CDS_0948	4	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0008	CP033568.1	4742	4879	+	GCF_001577285.1_ASM157728v1_CDS_0948	4	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0009	CP033568.1	4905	5876	+	GCF_001577285.1_ASM157728v1_CDS_0948	4	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0010	CP033568.1	5818	6000	+	GCF_001577285.1_ASM157728v1_CDS_0948	4	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0011	CP033568.1	5997	6281	+	GCA_003359305.2_ASM335930v2_CDS_0008	1	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0012	CP033568.1	6320	6493	+	GCA_003359275.2_ASM335927v2_CDS_0011	2	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0013	CP033568.1	6486	6710	+	GCA_003359275.2_ASM335927v2_CDS_0011	2	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0014	CP033568.1	6846	7250	+	GCA_003359295.2_ASM335929v2_CDS_0011	2	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0015	CP033568.1	7294	7773	+	GCA_003359295.2_ASM335929v2_CDS_0011	2	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0016	CP033568.1	7826	8272	-	GCF_001577285.1_ASM157728v1_CDS_0945	3	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0017	CP033568.1	8244	9407	-	GCF_001577285.1_ASM157728v1_CDS_0945	3	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0018	CP033568.1	9494	9757	-	GCF_001577285.1_ASM157728v1_CDS_0945	3	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0019	CP033568.1	10012	10599	+	GCA_003354845.1_ASM335484v1_CDS_0016	2	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0020	CP033568.1	10538	11017	+	GCA_003354845.1_ASM335484v1_CDS_0016	2	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0021	CP033568.1	11274	11489	+	GCA_003359295.2_ASM335929v2_CDS_0014	3	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0022	CP033568.1	11479	11784	+	GCA_003359295.2_ASM335929v2_CDS_0014	3	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0023	CP033568.1	11741	12244	+	GCA_003359295.2_ASM335929v2_CDS_0014	3	persistent	3	0	0
GCA_003359315.2_ASM335931v2_CDS_0024	CP033568.1	12634	12798	+	GCA_003359295.2_ASM335929v2_CDS_0015	2	persistent	2	0	0
GCA_003359315.2_ASM335931v2_CDS_0025	CP033568.1	12773	13126	+	GCA_003359295.2_ASM335929v2_CDS_0015	2	persistent	2	0	0
