gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359225.2_ASM335922v2_CDS_0001	CP033530.1	1	480	+	GCA_003359315.2_ASM335931v2_CDS_0001	1	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0002	CP033530.1	450	695	+	GCA_003359305.2_ASM335930v2_CDS_0001	2	persistent	4	0	1
GCA_003359225.2_ASM335922v2_CDS_0003	CP033530.1	701	1255	+	GCA_003359305.2_ASM335930v2_CDS_0001	2	persistent	4	0	1
GCA_003359225.2_ASM335922v2_CDS_0004	CP033530.1	1239	1412	+	GCA_003354845.1_ASM335484v1_CDS_0003	1	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0005	CP033530.1	1510	2658	+	GCA_003354845.1_ASM335484v1_CDS_0004	1	persistent	3	0	1
GCA_003359225.2_ASM335922v2_CDS_0006	CP033530.1	2673	3464	+	GCF_001577285.1_ASM157728v1_CDS_0949	2	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0007	CP033530.1	3433	3756	+	GCF_001577285.1_ASM157728v1_CDS_0949	2	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0008	CP033530.1	3809	4789	+	GCF_001577285.1_ASM157728v1_CDS_0948	2	persistent	3	0	0
GCA_003359225.2_ASM335922v2_CDS_0009	CP033530.1	4743	5999	+	GCF_001577285.1_ASM157728v1_CDS_0948	2	persistent	3	0	0
GCA_003359225.2_ASM335922v2_CDS_0010	CP033530.1	5996	6280	+	GCA_003359305.2_ASM335930v2_CDS_0008	1	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0011	CP033530.1	6319	6708	+	GCA_003359275.2_ASM335927v2_CDS_0011	1	persistent	3	0	0
GCA_003359225.2_ASM335922v2_CDS_0012	CP033530.1	6844	7770	+	GCA_003359295.2_ASM335929v2_CDS_0011	1	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0013	CP033530.1	7823	9418	-	GCF_001577285.1_ASM157728v1_CDS_0945	2	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0014	CP033530.1	9490	9720	-	GCF_001577285.1_ASM157728v1_CDS_0945	2	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0015	CP033530.1	10008	10910	+	GCA_003354845.1_ASM335484v1_CDS_0016	1	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0016	CP033530.1	11267	12247	+	GCA_003359295.2_ASM335929v2_CDS_0014	1	persistent	3	0	0
GCA_003359225.2_ASM335922v2_CDS_0017	CP033530.1	12627	12791	+	GCA_003359295.2_ASM335929v2_CDS_0015	3	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0018	CP033530.1	12766	12897	+	GCA_003359295.2_ASM335929v2_CDS_0015	3	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0019	CP033530.1	12857	13120	+	GCA_003359295.2_ASM335929v2_CDS_0015	3	persistent	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0020	CP033530.1	13113	13634	+	GCA_003359305.2_ASM335930v2_CDS_0023	1	persistent	3	0	0
GCA_003359225.2_ASM335922v2_CDS_0021	CP033530.1	13759	14094	+	GCA_003359225.2_ASM335922v2_CDS_0021	1	persistent	2	1	1
GCA_003359225.2_ASM335922v2_CDS_0022	CP033530.1	14155	14376	-	GCA_003359305.2_ASM335930v2_CDS_0025	1	shell	2	0	0
GCA_003359225.2_ASM335922v2_CDS_0023	CP033530.1	14349	14999	-	GCA_003359315.2_ASM335931v2_CDS_0029	1	persistent	2	1	2
GCA_003359225.2_ASM335922v2_CDS_0024	CP033530.1	15127	16254	-	GCF_001617545.1_ASM161754v1_CDS_0013	1	persistent	2	0	1
