gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003359275.2_ASM335927v2_CDS_0001	CP033535.1	1	366	+	GCA_003359315.2_ASM335931v2_CDS_0001	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0002	CP033535.1	448	693	+	GCA_003359305.2_ASM335930v2_CDS_0001	2	persistent	4	0	1
GCA_003359275.2_ASM335927v2_CDS_0003	CP033535.1	702	1253	+	GCA_003359305.2_ASM335930v2_CDS_0001	2	persistent	4	0	1
GCA_003359275.2_ASM335927v2_CDS_0004	CP033535.1	1237	1410	+	GCA_003354845.1_ASM335484v1_CDS_0003	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0005	CP033535.1	1508	2656	+	GCA_003354845.1_ASM335484v1_CDS_0004	1	persistent	3	0	1
GCA_003359275.2_ASM335927v2_CDS_0006	CP033535.1	2671	3012	+	GCF_001577285.1_ASM157728v1_CDS_0949	3	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0007	CP033535.1	2951	3286	+	GCF_001577285.1_ASM157728v1_CDS_0949	3	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0008	CP033535.1	3259	3753	+	GCF_001577285.1_ASM157728v1_CDS_0949	3	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0009	CP033535.1	3805	5994	+	GCF_001577285.1_ASM157728v1_CDS_0948	1	persistent	3	0	0
GCA_003359275.2_ASM335927v2_CDS_0010	CP033535.1	5972	6274	+	GCA_003359305.2_ASM335930v2_CDS_0008	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0011	CP033535.1	6313	6702	+	GCA_003359275.2_ASM335927v2_CDS_0011	1	persistent	3	0	0
GCA_003359275.2_ASM335927v2_CDS_0012	CP033535.1	6841	7767	+	GCA_003359295.2_ASM335929v2_CDS_0011	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0013	CP033535.1	7820	9508	-	GCF_001577285.1_ASM157728v1_CDS_0945	2	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0014	CP033535.1	9486	9749	-	GCF_001577285.1_ASM157728v1_CDS_0945	2	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0015	CP033535.1	10051	11010	+	GCA_003354845.1_ASM335484v1_CDS_0016	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0016	CP033535.1	11212	12276	+	GCA_003359295.2_ASM335929v2_CDS_0014	1	persistent	3	0	0
GCA_003359275.2_ASM335927v2_CDS_0017	CP033535.1	12628	12792	+	GCA_003359295.2_ASM335929v2_CDS_0015	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0018	CP033535.1	12879	13634	+	GCA_003359305.2_ASM335930v2_CDS_0023	1	persistent	3	0	0
GCA_003359275.2_ASM335927v2_CDS_0019	CP033535.1	13758	14093	+	GCA_003359225.2_ASM335922v2_CDS_0021	1	persistent	2	1	1
GCA_003359275.2_ASM335927v2_CDS_0020	CP033535.1	14154	14390	-	GCA_003359305.2_ASM335930v2_CDS_0025	1	shell	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0021	CP033535.1	14339	14995	-	GCA_003359315.2_ASM335931v2_CDS_0029	1	persistent	2	1	2
GCA_003359275.2_ASM335927v2_CDS_0022	CP033535.1	15122	16249	-	GCF_001617545.1_ASM161754v1_CDS_0013	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0023	CP033535.1	16329	17540	+	GCF_000191145.1_ASM19114v1_CDS_2435	1	persistent	3	0	3
GCA_003359275.2_ASM335927v2_CDS_0025	CP033535.1	23854	24450	+	GCA_003359225.2_ASM335922v2_CDS_0026	1	persistent	2	0	3
GCA_003359275.2_ASM335927v2_CDS_0026	CP033535.1	24499	25191	-	GCF_001577285.1_ASM157728v1_CDS_0936	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0027	CP033535.1	25841	27319	+	GCF_001577285.1_ASM157728v1_CDS_0935	1	persistent	3	0	0
GCA_003359275.2_ASM335927v2_CDS_0028	CP033535.1	27332	27475	+	GCF_000191145.1_ASM19114v1_CDS_2917	1	persistent	3	0	1
GCA_003359275.2_ASM335927v2_CDS_0029	CP033535.1	27475	27627	+	GCA_003359275.2_ASM335927v2_CDS_0029	1	cloud	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0030	CP033535.1	27646	28350	-	GCA_003359315.2_ASM335931v2_CDS_0038	1	persistent	3	0	1
GCA_003359275.2_ASM335927v2_CDS_0031	CP033535.1	28820	29782	-	GCA_003354845.1_ASM335484v1_CDS_0032	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0032	CP033535.1	30131	31960	+	GCA_003359225.2_ASM335922v2_CDS_0034	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0033	CP033535.1	32276	32686	+	GCF_001617545.1_ASM161754v1_CDS_0022	2	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0034	CP033535.1	32700	33566	+	GCF_001617545.1_ASM161754v1_CDS_0022	2	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0035	CP033535.1	33644	34285	+	GCA_003359215.2_ASM335921v2_CDS_0039	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0036	CP033535.1	34386	34553	-	GCF_000191145.1_ASM19114v1_CDS_2911	2	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0037	CP033535.1	34513	35277	-	GCF_000191145.1_ASM19114v1_CDS_2911	2	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0038	CP033535.1	35357	36652	-	GCA_003359215.2_ASM335921v2_CDS_0041	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0039	CP033535.1	36952	39636	-	GCF_001617545.1_ASM161754v1_CDS_0026	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0040	CP033535.1	39807	40322	-	GCF_001617545.1_ASM161754v1_CDS_0027	1	persistent	3	0	2
GCA_003359275.2_ASM335927v2_CDS_0041	CP033535.1	40346	40501	-	GCA_003359275.2_ASM335927v2_CDS_0041	1	cloud	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0042	CP033535.1	40579	40749	+	GCA_003359275.2_ASM335927v2_CDS_0042	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0043	CP033535.1	40712	41014	+	GCF_001577285.1_ASM157728v1_CDS_0924	3	persistent	3	1	0
GCA_003359275.2_ASM335927v2_CDS_0044	CP033535.1	41109	41468	+	GCF_001577285.1_ASM157728v1_CDS_0924	3	persistent	3	1	0
GCA_003359275.2_ASM335927v2_CDS_0045	CP033535.1	41431	41688	+	GCF_001577285.1_ASM157728v1_CDS_0924	3	persistent	3	1	0
GCA_003359275.2_ASM335927v2_CDS_0046	CP033535.1	41685	42353	+	GCA_003359305.2_ASM335930v2_CDS_0056	1	shell	3	0	1
GCA_003359275.2_ASM335927v2_CDS_0047	CP033535.1	42337	42846	+	GCA_003359305.2_ASM335930v2_CDS_0057	1	cloud	2	1	0
GCA_003359275.2_ASM335927v2_CDS_0048	CP033535.1	42803	44812	+	GCA_003359305.2_ASM335930v2_CDS_0059	1	persistent	2	1	1
GCA_003359275.2_ASM335927v2_CDS_0049	CP033535.1	44952	45329	+	GCA_003359315.2_ASM335931v2_CDS_0058	1	persistent	3	0	2
GCA_003359275.2_ASM335927v2_CDS_0050	CP033535.1	45433	45837	+	GCF_001617545.1_ASM161754v1_CDS_0031	2	persistent	2	0	2
GCA_003359275.2_ASM335927v2_CDS_0051	CP033535.1	45875	46543	+	GCF_001617545.1_ASM161754v1_CDS_0031	2	persistent	2	0	2
GCA_003359275.2_ASM335927v2_CDS_0052	CP033535.1	46659	47012	-	GCA_003359225.2_ASM335922v2_CDS_0054	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0053	CP033535.1	47198	48019	+	GCA_003359225.2_ASM335922v2_CDS_0055	1	persistent	2	1	0
GCA_003359275.2_ASM335927v2_CDS_0054	CP033535.1	48244	48723	+	GCA_003359225.2_ASM335922v2_CDS_0056	1	shell	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0055	CP033535.1	48765	49955	-	GCA_003359225.2_ASM335922v2_CDS_0057	1	persistent	2	1	0
GCA_003359275.2_ASM335927v2_CDS_0056	CP033535.1	49960	50763	-	GCA_003359215.2_ASM335921v2_CDS_0056	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0057	CP033535.1	50885	51640	+	GCA_003359295.2_ASM335929v2_CDS_0054	1	persistent	2	1	1
GCA_003359275.2_ASM335927v2_CDS_0058	CP033535.1	51637	51786	+	GCA_003359225.2_ASM335922v2_CDS_0060	1	shell	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0059	CP033535.1	51820	52143	-	GCA_003359295.2_ASM335929v2_CDS_0056	1	persistent	2	1	1
GCA_003359275.2_ASM335927v2_CDS_0060	CP033535.1	52234	53658	+	GCF_000191145.1_ASM19114v1_CDS_2895	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0061	CP033535.1	53661	54167	-	GCF_001577285.1_ASM157728v1_CDS_0912	2	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0062	CP033535.1	54130	54690	-	GCF_001577285.1_ASM157728v1_CDS_0912	2	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0063	CP033535.1	54729	55289	-	GCA_003354845.1_ASM335484v1_CDS_0061	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0064	CP033535.1	55320	55565	-	GCA_003354845.1_ASM335484v1_CDS_0062	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0065	CP033535.1	55622	56110	-	GCF_000191145.1_ASM19114v1_CDS_2891	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0066	CP033535.1	56158	57129	-	GCF_001577285.1_ASM157728v1_CDS_0908	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0067	CP033535.1	57335	57568	-	GCF_001617545.1_ASM161754v1_CDS_0045	2	persistent	2	1	0
GCA_003359275.2_ASM335927v2_CDS_0068	CP033535.1	57507	57698	-	GCF_001617545.1_ASM161754v1_CDS_0045	2	persistent	2	1	0
GCA_003359275.2_ASM335927v2_CDS_0069	CP033535.1	57883	58620	-	GCF_001617545.1_ASM161754v1_CDS_0046	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0070	CP033535.1	58792	58950	-	GCF_001577285.1_ASM157728v1_CDS_0905	1	persistent	2	1	0
GCA_003359275.2_ASM335927v2_CDS_0071	CP033535.1	59144	59602	+	GCF_001577285.1_ASM157728v1_CDS_0904	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0072	CP033535.1	59717	60886	+	GCF_000191145.1_ASM19114v1_CDS_2885	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0073	CP033535.1	60992	62257	+	GCA_003359275.2_ASM335927v2_CDS_0073	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0074	CP033535.1	62271	63107	-	GCF_000191145.1_ASM19114v1_CDS_2883	1	persistent	2	1	0
GCA_003359275.2_ASM335927v2_CDS_0075	CP033535.1	63258	63461	-	GCA_003359275.2_ASM335927v2_CDS_0075	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0076	CP033535.1	63653	64372	-	GCA_003359275.2_ASM335927v2_CDS_0076	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0077	CP033535.1	64410	65012	-	GCA_003359225.2_ASM335922v2_CDS_0083	1	persistent	2	0	0
GCA_003359275.2_ASM335927v2_CDS_0078	CP033535.1	65028	65921	-	GCA_003359295.2_ASM335929v2_CDS_0077	1	persistent	2	0	1
GCA_003359275.2_ASM335927v2_CDS_0079	CP033535.1	66193	66894	+	GCA_003359295.2_ASM335929v2_CDS_0078	1	persistent	2	0	2
GCA_003359275.2_ASM335927v2_CDS_0080	CP033535.1	67000	67884	+	GCF_001577285.1_ASM157728v1_CDS_0895	1	persistent	3	0	4
GCA_003359275.2_ASM335927v2_CDS_0081	CP033535.1	68062	69405	+	GCF_001577285.1_ASM157728v1_CDS_0893	1	persistent	2	0	3
