gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_003354845.1_ASM335484v1_CDS_0001	CP029489.1	1	480	+	GCA_003359315.2_ASM335931v2_CDS_0001	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0002	CP029489.1	450	1256	+	GCA_003359305.2_ASM335930v2_CDS_0001	1	persistent	4	0	1
GCA_003354845.1_ASM335484v1_CDS_0003	CP029489.1	1240	1413	+	GCA_003354845.1_ASM335484v1_CDS_0003	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0004	CP029489.1	1511	2659	+	GCA_003354845.1_ASM335484v1_CDS_0004	1	persistent	3	0	1
GCA_003354845.1_ASM335484v1_CDS_0005	CP029489.1	2674	3015	+	GCF_001577285.1_ASM157728v1_CDS_0949	2	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0006	CP029489.1	2954	3757	+	GCF_001577285.1_ASM157728v1_CDS_0949	2	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0007	CP029489.1	3809	4789	+	GCF_001577285.1_ASM157728v1_CDS_0948	3	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0008	CP029489.1	4743	4970	+	GCF_001577285.1_ASM157728v1_CDS_0948	3	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0009	CP029489.1	4933	6000	+	GCF_001577285.1_ASM157728v1_CDS_0948	3	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0010	CP029489.1	5978	6280	+	GCA_003359305.2_ASM335930v2_CDS_0008	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0011	CP029489.1	6319	6708	+	GCA_003359275.2_ASM335927v2_CDS_0011	1	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0012	CP029489.1	6845	7771	+	GCA_003359295.2_ASM335929v2_CDS_0011	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0013	CP029489.1	7823	8719	-	GCF_001577285.1_ASM157728v1_CDS_0945	3	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0014	CP029489.1	8784	9512	-	GCF_001577285.1_ASM157728v1_CDS_0945	3	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0015	CP029489.1	9490	9753	-	GCF_001577285.1_ASM157728v1_CDS_0945	3	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0016	CP029489.1	10007	11011	+	GCA_003354845.1_ASM335484v1_CDS_0016	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0017	CP029489.1	11289	12173	+	GCA_003359295.2_ASM335929v2_CDS_0014	2	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0018	CP029489.1	12146	12274	+	GCA_003359295.2_ASM335929v2_CDS_0014	2	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0019	CP029489.1	12626	13273	+	GCA_003359295.2_ASM335929v2_CDS_0015	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0020	CP029489.1	13291	13629	+	GCA_003359305.2_ASM335930v2_CDS_0023	1	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0021	CP029489.1	13753	14088	+	GCA_003359225.2_ASM335922v2_CDS_0021	1	persistent	2	1	1
GCA_003354845.1_ASM335484v1_CDS_0022	CP029489.1	14149	14457	-	GCA_003354845.1_ASM335484v1_CDS_0022	1	cloud	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0023	CP029489.1	14567	14992	-	GCA_003359315.2_ASM335931v2_CDS_0029	1	persistent	2	1	2
GCA_003354845.1_ASM335484v1_CDS_0024	CP029489.1	15120	16247	-	GCF_001617545.1_ASM161754v1_CDS_0013	1	persistent	2	0	1
GCA_003354845.1_ASM335484v1_CDS_0025	CP029489.1	16327	17538	+	GCF_000191145.1_ASM19114v1_CDS_2435	1	persistent	3	0	3
GCA_003354845.1_ASM335484v1_CDS_0026	CP029489.1	24033	24443	+	GCA_003359225.2_ASM335922v2_CDS_0026	1	persistent	2	0	3
GCA_003354845.1_ASM335484v1_CDS_0027	CP029489.1	24492	25184	-	GCF_001577285.1_ASM157728v1_CDS_0936	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0028	CP029489.1	25848	26702	+	GCF_001577285.1_ASM157728v1_CDS_0935	1	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0029	CP029489.1	26680	27315	+	GCA_003359305.2_ASM335930v2_CDS_0036	1	persistent	3	0	0
GCA_003354845.1_ASM335484v1_CDS_0030	CP029489.1	27328	27471	+	GCF_000191145.1_ASM19114v1_CDS_2917	1	persistent	3	0	1
GCA_003354845.1_ASM335484v1_CDS_0031	CP029489.1	27675	28817	-	GCA_003359315.2_ASM335931v2_CDS_0038	1	persistent	3	0	1
GCA_003354845.1_ASM335484v1_CDS_0032	CP029489.1	28814	29776	-	GCA_003354845.1_ASM335484v1_CDS_0032	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0033	CP029489.1	30125	31954	+	GCA_003359225.2_ASM335922v2_CDS_0034	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0034	CP029489.1	32267	32911	+	GCF_001617545.1_ASM161754v1_CDS_0022	2	persistent	2	0	1
GCA_003354845.1_ASM335484v1_CDS_0035	CP029489.1	32938	33555	+	GCF_001617545.1_ASM161754v1_CDS_0022	2	persistent	2	0	1
GCA_003354845.1_ASM335484v1_CDS_0036	CP029489.1	33633	34364	+	GCA_003359215.2_ASM335921v2_CDS_0039	1	persistent	2	0	1
GCA_003354845.1_ASM335484v1_CDS_0037	CP029489.1	34338	34796	-	GCF_000191145.1_ASM19114v1_CDS_2911	2	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0038	CP029489.1	34763	35263	-	GCF_000191145.1_ASM19114v1_CDS_2911	2	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0039	CP029489.1	35343	36638	-	GCA_003359215.2_ASM335921v2_CDS_0041	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0040	CP029489.1	36938	39622	-	GCF_001617545.1_ASM161754v1_CDS_0026	1	persistent	2	0	1
GCA_003354845.1_ASM335484v1_CDS_0041	CP029489.1	39794	40012	-	GCF_001617545.1_ASM161754v1_CDS_0027	2	persistent	3	0	2
GCA_003354845.1_ASM335484v1_CDS_0042	CP029489.1	39997	40308	-	GCF_001617545.1_ASM161754v1_CDS_0027	2	persistent	3	0	2
GCA_003354845.1_ASM335484v1_CDS_0043	CP029489.1	40562	40732	+	GCA_003359275.2_ASM335927v2_CDS_0042	1	persistent	2	0	1
GCA_003354845.1_ASM335484v1_CDS_0044	CP029489.1	40695	41669	+	GCF_001577285.1_ASM157728v1_CDS_0924	1	persistent	3	1	0
GCA_003354845.1_ASM335484v1_CDS_0045	CP029489.1	41666	41800	+	GCF_000191145.1_ASM19114v1_CDS_2906	3	persistent	3	1	2
GCA_003354845.1_ASM335484v1_CDS_0046	CP029489.1	41805	41990	+	GCA_003354845.1_ASM335484v1_CDS_0046	1	cloud	1	0	0
GCA_003354845.1_ASM335484v1_CDS_0047	CP029489.1	41941	42336	+	GCF_000191145.1_ASM19114v1_CDS_2906	3	persistent	3	1	2
GCA_003354845.1_ASM335484v1_CDS_0048	CP029489.1	42412	43308	+	GCF_000191145.1_ASM19114v1_CDS_2906	3	persistent	3	1	2
GCA_003354845.1_ASM335484v1_CDS_0049	CP029489.1	43290	44774	+	GCA_003359305.2_ASM335930v2_CDS_0059	1	persistent	2	1	1
GCA_003354845.1_ASM335484v1_CDS_0050	CP029489.1	44932	45297	+	GCA_003359315.2_ASM335931v2_CDS_0058	1	persistent	3	0	2
GCA_003354845.1_ASM335484v1_CDS_0051	CP029489.1	45855	46523	+	GCF_001617545.1_ASM161754v1_CDS_0031	1	persistent	2	0	2
GCA_003354845.1_ASM335484v1_CDS_0052	CP029489.1	46637	46996	-	GCA_003359225.2_ASM335922v2_CDS_0054	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0053	CP029489.1	47180	48001	+	GCA_003359225.2_ASM335922v2_CDS_0055	1	persistent	2	1	0
GCA_003354845.1_ASM335484v1_CDS_0054	CP029489.1	48390	48707	+	GCF_001577285.1_ASM157728v1_CDS_0918	1	persistent	2	0	0
GCA_003354845.1_ASM335484v1_CDS_0055	CP029489.1	48748	49938	-	GCA_003359225.2_ASM335922v2_CDS_0057	1	persistent	2	1	0
GCA_003354845.1_ASM335484v1_CDS_0056	CP029489.1	49943	50845	-	GCA_003359215.2_ASM335921v2_CDS_0056	1	persistent	2	0	0
