gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_001577285.1_ASM157728v1_CDS_0001	NZ_CP014477.1	1	186	-	GCA_003359215.2_ASM335921v2_CDS_1261	1	persistent	2	0	1
GCF_001577285.1_ASM157728v1_CDS_0002	NZ_CP014477.1	372	1343	+	GCF_001617545.1_ASM161754v1_CDS_3281	1	persistent	2	0	1
GCF_001577285.1_ASM157728v1_CDS_0003	NZ_CP014477.1	1403	2179	+	GCA_003359295.2_ASM335929v2_CDS_1139	1	persistent	2	0	0
GCF_001577285.1_ASM157728v1_CDS_0004	NZ_CP014477.1	2339	2953	+	GCA_003359315.2_ASM335931v2_CDS_1342	1	persistent	2	0	0
GCF_001577285.1_ASM157728v1_CDS_0005	NZ_CP014477.1	2943	3263	+	GCA_003359315.2_ASM335931v2_CDS_1341	1	persistent	2	0	1
GCF_001577285.1_ASM157728v1_CDS_0006	NZ_CP014477.1	3253	3642	+	GCF_001617545.1_ASM161754v1_CDS_3285	1	cloud	1	1	1
GCF_001577285.1_ASM157728v1_CDS_0007	NZ_CP014477.1	3745	6045	-	GCF_001577285.1_ASM157728v1_CDS_0007	1	cloud	1	0	4
GCF_001577285.1_ASM157728v1_CDS_0008	NZ_CP014477.1	6108	6455	+	GCF_001577285.1_ASM157728v1_CDS_0008	6	cloud	2	0	5
GCF_001577285.1_ASM157728v1_CDS_0009	NZ_CP014477.1	6473	6859	+	GCF_001577285.1_ASM157728v1_CDS_1575	6	cloud	2	0	5
GCF_001577285.1_ASM157728v1_CDS_0010	NZ_CP014477.1	6863	6997	-	GCA_003354845.1_ASM335484v1_CDS_1307	1	cloud	0	0	3
GCF_001577285.1_ASM157728v1_CDS_0011	NZ_CP014477.1	7016	8869	-	GCA_003354845.1_ASM335484v1_CDS_1306	1	cloud	1	0	3
GCF_001577285.1_ASM157728v1_CDS_0012	NZ_CP014477.1	9206	9904	-	GCF_001577285.1_ASM157728v1_CDS_0012	1	persistent	1	2	2
GCF_001577285.1_ASM157728v1_CDS_0013	NZ_CP014477.1	9925	11118	-	GCF_001577285.1_ASM157728v1_CDS_0013	1	persistent	2	0	0
GCF_001577285.1_ASM157728v1_CDS_0014	NZ_CP014477.1	11254	12324	+	GCF_001577285.1_ASM157728v1_CDS_0014	1	persistent	2	0	1
GCF_001577285.1_ASM157728v1_CDS_0015	NZ_CP014477.1	12321	12950	+	GCA_003359275.2_ASM335927v2_CDS_1204	1	persistent	2	0	1
GCF_001577285.1_ASM157728v1_CDS_0016	NZ_CP014477.1	13025	13825	-	GCA_003359275.2_ASM335927v2_CDS_1203	1	persistent	2	0	0
GCF_001577285.1_ASM157728v1_CDS_0017	NZ_CP014477.1	13849	14865	-	GCA_003359275.2_ASM335927v2_CDS_1202	1	persistent	2	0	0
GCF_001577285.1_ASM157728v1_CDS_0018	NZ_CP014477.1	14999	15982	+	GCA_003359215.2_ASM335921v2_CDS_1241	1	persistent	2	0	0
GCF_001577285.1_ASM157728v1_CDS_0019	NZ_CP014477.1	15935	18367	-	GCA_003359215.2_ASM335921v2_CDS_1240	1	persistent	2	2	0
GCF_001577285.1_ASM157728v1_CDS_0020	NZ_CP014477.1	18451	19137	-	GCA_003359275.2_ASM335927v2_CDS_1196	1	persistent	2	1	2
GCF_001577285.1_ASM157728v1_CDS_0021	NZ_CP014477.1	19130	20428	-	GCA_003359275.2_ASM335927v2_CDS_1195	1	persistent	3	0	0
GCF_001577285.1_ASM157728v1_CDS_0022	NZ_CP014477.1	20625	21533	-	GCA_003359215.2_ASM335921v2_CDS_1235	1	persistent	4	0	0
GCF_001577285.1_ASM157728v1_CDS_0023	NZ_CP014477.1	21541	22104	-	GCA_003359305.2_ASM335930v2_CDS_1438	1	persistent	3	0	1
GCF_001577285.1_ASM157728v1_CDS_0024	NZ_CP014477.1	22276	23217	+	GCA_003359315.2_ASM335931v2_CDS_1313	1	persistent	2	0	2
GCF_001577285.1_ASM157728v1_CDS_0025	NZ_CP014477.1	23463	24248	-	GCF_001577285.1_ASM157728v1_CDS_2280	13	cloud	11	0	3
GCF_001577285.1_ASM157728v1_CDS_0026	NZ_CP014477.1	24290	24850	-	GCF_001577285.1_ASM157728v1_CDS_2984	13	cloud	10	2	2
GCF_001577285.1_ASM157728v1_CDS_0027	NZ_CP014477.1	24933	26012	-	GCA_003359315.2_ASM335931v2_CDS_1312	1	persistent	3	0	2
