gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_001617545.1_ASM161754v1_CDS_0001	NZ_CP015145.1	123	1532	+	GCA_003359305.2_ASM335930v2_CDS_0001	1	persistent	4	0	1
GCF_001617545.1_ASM161754v1_CDS_0002	NZ_CP015145.1	1630	2778	+	GCA_003354845.1_ASM335484v1_CDS_0004	1	persistent	3	0	1
GCF_001617545.1_ASM161754v1_CDS_0003	NZ_CP015145.1	2793	3875	+	GCF_001577285.1_ASM157728v1_CDS_0949	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0004	NZ_CP015145.1	3928	6396	+	GCF_001577285.1_ASM157728v1_CDS_0948	1	persistent	3	0	0
GCF_001617545.1_ASM161754v1_CDS_0005	NZ_CP015145.1	6435	6824	+	GCA_003359275.2_ASM335927v2_CDS_0011	1	persistent	3	0	0
GCF_001617545.1_ASM161754v1_CDS_0006	NZ_CP015145.1	6961	7887	+	GCA_003359295.2_ASM335929v2_CDS_0011	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0007	NZ_CP015145.1	7938	9866	-	GCF_001577285.1_ASM157728v1_CDS_0945	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0008	NZ_CP015145.1	10120	11124	+	GCA_003354845.1_ASM335484v1_CDS_0016	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0009	NZ_CP015145.1	11380	12387	+	GCA_003359295.2_ASM335929v2_CDS_0014	1	persistent	3	0	0
GCF_001617545.1_ASM161754v1_CDS_0010	NZ_CP015145.1	12739	13743	+	GCA_003359305.2_ASM335930v2_CDS_0023	1	persistent	3	0	0
GCF_001617545.1_ASM161754v1_CDS_0011	NZ_CP015145.1	13868	14203	+	GCA_003359225.2_ASM335922v2_CDS_0021	1	persistent	2	1	1
GCF_001617545.1_ASM161754v1_CDS_0012	NZ_CP015145.1	14264	15106	-	GCA_003359315.2_ASM335931v2_CDS_0029	1	persistent	2	1	2
GCF_001617545.1_ASM161754v1_CDS_0013	NZ_CP015145.1	15233	16360	-	GCF_001617545.1_ASM161754v1_CDS_0013	1	persistent	2	0	1
GCF_001617545.1_ASM161754v1_CDS_0014	NZ_CP015145.1	16440	17654	+	GCF_000191145.1_ASM19114v1_CDS_2435	1	persistent	3	0	3
GCF_001617545.1_ASM161754v1_CDS_0015	NZ_CP015145.1	24038	24634	+	GCA_003359225.2_ASM335922v2_CDS_0026	1	persistent	2	0	3
GCF_001617545.1_ASM161754v1_CDS_0016	NZ_CP015145.1	24683	25375	-	GCF_001577285.1_ASM157728v1_CDS_0936	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0017	NZ_CP015145.1	26027	27505	+	GCF_001577285.1_ASM157728v1_CDS_0935	1	persistent	3	0	0
GCF_001617545.1_ASM161754v1_CDS_0018	NZ_CP015145.1	27518	27661	+	GCF_000191145.1_ASM19114v1_CDS_2917	1	persistent	3	0	1
GCF_001617545.1_ASM161754v1_CDS_0019	NZ_CP015145.1	27702	29006	-	GCA_003359315.2_ASM335931v2_CDS_0038	1	persistent	3	0	1
GCF_001617545.1_ASM161754v1_CDS_0020	NZ_CP015145.1	29003	29965	-	GCA_003354845.1_ASM335484v1_CDS_0032	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0021	NZ_CP015145.1	30355	32142	+	GCA_003359225.2_ASM335922v2_CDS_0034	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0022	NZ_CP015145.1	32456	33745	+	GCF_001617545.1_ASM161754v1_CDS_0022	1	persistent	2	0	1
GCF_001617545.1_ASM161754v1_CDS_0023	NZ_CP015145.1	33823	34554	+	GCA_003359215.2_ASM335921v2_CDS_0039	1	persistent	2	0	1
GCF_001617545.1_ASM161754v1_CDS_0024	NZ_CP015145.1	34563	35453	-	GCF_000191145.1_ASM19114v1_CDS_2911	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0025	NZ_CP015145.1	35534	36829	-	GCA_003359215.2_ASM335921v2_CDS_0041	1	persistent	2	0	0
GCF_001617545.1_ASM161754v1_CDS_0026	NZ_CP015145.1	37127	39811	-	GCF_001617545.1_ASM161754v1_CDS_0026	1	persistent	2	0	1
GCF_001617545.1_ASM161754v1_CDS_0027	NZ_CP015145.1	39982	40605	-	GCF_001617545.1_ASM161754v1_CDS_0027	1	persistent	3	0	2
