gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_009734145.1_ASM973414v1_CDS_0001	NZ_CP046392.1	1	1320	+	GCF_009914475.1_ASM991447v1_CDS_2298	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0002	NZ_CP046392.1	1431	2579	+	GCF_009914435.1_ASM991443v1_CDS_0002	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0003	NZ_CP046392.1	2604	3686	+	GCF_009914475.1_ASM991447v1_CDS_2296	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0004	NZ_CP046392.1	3729	6197	+	GCF_009914475.1_ASM991447v1_CDS_2295	1	persistent	3	0	1
GCF_009734145.1_ASM973414v1_CDS_0005	NZ_CP046392.1	6251	7414	-	GCF_009914475.1_ASM991447v1_CDS_2294	1	persistent	3	1	2
GCF_009734145.1_ASM973414v1_CDS_0006	NZ_CP046392.1	7760	8968	-	GCF_009734145.1_ASM973414v1_CDS_2430	7	cloud	14	2	9
GCF_009734145.1_ASM973414v1_CDS_0007	NZ_CP046392.1	9046	10989	-	GCF_009296145.1_ASM929614v1_CDS_0008	1	persistent	3	1	1
GCF_009734145.1_ASM973414v1_CDS_0008	NZ_CP046392.1	11243	12229	+	GCF_009914435.1_ASM991443v1_CDS_0010	1	persistent	4	0	0
GCF_009734145.1_ASM973414v1_CDS_0009	NZ_CP046392.1	12487	13497	+	GCF_009914415.1_ASM991441v1_CDS_0066	1	persistent	3	0	0
GCF_009734145.1_ASM973414v1_CDS_0010	NZ_CP046392.1	13759	14400	+	GCF_009914395.1_ASM991439v1_CDS_2167	2	persistent	11	0	1
GCF_009734145.1_ASM973414v1_CDS_0011	NZ_CP046392.1	14400	14999	+	GCF_009914375.1_ASM991437v1_CDS_2832	2	persistent	2	0	2
GCF_009734145.1_ASM973414v1_CDS_0012	NZ_CP046392.1	15003	16385	+	GCF_009914435.1_ASM991443v1_CDS_0866	2	persistent	14	1	1
GCF_009734145.1_ASM973414v1_CDS_0013	NZ_CP046392.1	16525	17532	+	GCF_009914415.1_ASM991441v1_CDS_0067	1	persistent	3	0	0
GCF_009734145.1_ASM973414v1_CDS_0014	NZ_CP046392.1	17655	17990	+	GCF_009914415.1_ASM991441v1_CDS_0068	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0015	NZ_CP046392.1	18062	19189	-	GCF_009914395.1_ASM991439v1_CDS_0013	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0016	NZ_CP046392.1	19253	20485	+	GCF_002953575.2_ASM295357v2_CDS_0013	1	persistent	3	1	0
GCF_009734145.1_ASM973414v1_CDS_0017	NZ_CP046392.1	21048	21689	+	GCF_009914395.1_ASM991439v1_CDS_2167	2	persistent	11	0	1
GCF_009734145.1_ASM973414v1_CDS_0018	NZ_CP046392.1	21689	22288	+	GCF_009914375.1_ASM991437v1_CDS_2832	2	persistent	2	0	2
GCF_009734145.1_ASM973414v1_CDS_0019	NZ_CP046392.1	22292	23674	+	GCF_009914435.1_ASM991443v1_CDS_0866	2	persistent	14	1	1
GCF_009734145.1_ASM973414v1_CDS_0020	NZ_CP046392.1	23667	24038	+	GCF_009914415.1_ASM991441v1_CDS_0072	1	persistent	3	1	0
GCF_009734145.1_ASM973414v1_CDS_0021	NZ_CP046392.1	30287	31648	+	GCF_010917815.1_ASM1091781v1_CDS_0019	1	persistent	6	0	0
GCF_009734145.1_ASM973414v1_CDS_0022	NZ_CP046392.1	31727	32410	-	GCF_010917815.1_ASM1091781v1_CDS_0020	1	persistent	6	0	1
GCF_009734145.1_ASM973414v1_CDS_0023	NZ_CP046392.1	32548	33999	+	GCF_002953575.2_ASM295357v2_CDS_2961	1	persistent	3	1	1
GCF_009734145.1_ASM973414v1_CDS_0024	NZ_CP046392.1	34514	36001	+	GCF_009914375.1_ASM991437v1_CDS_0557	1	persistent	3	0	1
GCF_009734145.1_ASM973414v1_CDS_0025	NZ_CP046392.1	36003	36113	+	GCF_009914375.1_ASM991437v1_CDS_0556	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0026	NZ_CP046392.1	36193	37497	-	GCF_010917815.1_ASM1091781v1_CDS_0024	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0027	NZ_CP046392.1	37494	38456	-	GCF_009734145.1_ASM973414v1_CDS_0027	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0028	NZ_CP046392.1	38922	40709	+	GCF_009734145.1_ASM973414v1_CDS_0028	1	persistent	3	1	0
GCF_009734145.1_ASM973414v1_CDS_0029	NZ_CP046392.1	41125	42810	+	GCF_009734145.1_ASM973414v1_CDS_0029	1	persistent	3	1	0
GCF_009734145.1_ASM973414v1_CDS_0030	NZ_CP046392.1	42890	44212	+	GCF_009296145.1_ASM929614v1_CDS_0039	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0031	NZ_CP046392.1	44193	44480	+	GCF_009296145.1_ASM929614v1_CDS_0040	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0032	NZ_CP046392.1	44887	45063	+	GCF_009296145.1_ASM929614v1_CDS_0041	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0033	NZ_CP046392.1	45084	45197	+	GCF_009914415.1_ASM991441v1_CDS_0003	1	persistent	2	0	0
GCF_009734145.1_ASM973414v1_CDS_0034	NZ_CP046392.1	45306	46616	-	GCF_009914415.1_ASM991441v1_CDS_0002	1	persistent	2	0	0
