gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_009914435.1_ASM991443v1_CDS_0001	NZ_CP045131.1	61	1380	+	GCF_009914475.1_ASM991447v1_CDS_2298	1	persistent	2	0	0
GCF_009914435.1_ASM991443v1_CDS_0002	NZ_CP045131.1	1491	2639	+	GCF_009914435.1_ASM991443v1_CDS_0002	1	persistent	2	0	0
GCF_009914435.1_ASM991443v1_CDS_0003	NZ_CP045131.1	2664	3746	+	GCF_009914475.1_ASM991447v1_CDS_2296	1	persistent	2	0	0
GCF_009914435.1_ASM991443v1_CDS_0004	NZ_CP045131.1	3789	6257	+	GCF_009914475.1_ASM991447v1_CDS_2295	1	persistent	3	0	1
GCF_009914435.1_ASM991443v1_CDS_0005	NZ_CP045131.1	6310	7473	-	GCF_009914475.1_ASM991447v1_CDS_2294	1	persistent	3	1	2
GCF_009914435.1_ASM991443v1_CDS_0006	NZ_CP045131.1	7791	8432	+	GCF_009914395.1_ASM991439v1_CDS_2167	1	persistent	11	0	1
GCF_009914435.1_ASM991443v1_CDS_0007	NZ_CP045131.1	8432	9031	+	GCF_009914375.1_ASM991437v1_CDS_2832	2	persistent	2	0	2
GCF_009914435.1_ASM991443v1_CDS_0008	NZ_CP045131.1	9036	10418	+	GCF_009914435.1_ASM991443v1_CDS_0866	2	persistent	14	1	1
GCF_009914435.1_ASM991443v1_CDS_0009	NZ_CP045131.1	10508	12445	-	GCF_009296145.1_ASM929614v1_CDS_0008	1	persistent	3	1	1
GCF_009914435.1_ASM991443v1_CDS_0010	NZ_CP045131.1	12678	13685	+	GCF_009914435.1_ASM991443v1_CDS_0010	1	persistent	4	0	0
GCF_009914435.1_ASM991443v1_CDS_0011	NZ_CP045131.1	13943	14953	+	GCF_009914415.1_ASM991441v1_CDS_0066	1	persistent	3	0	0
GCF_009914435.1_ASM991443v1_CDS_0012	NZ_CP045131.1	15260	16267	+	GCF_009914415.1_ASM991441v1_CDS_0067	1	persistent	3	0	0
GCF_009914435.1_ASM991443v1_CDS_0013	NZ_CP045131.1	16390	16725	+	GCF_009914415.1_ASM991441v1_CDS_0068	1	persistent	2	0	0
GCF_009914435.1_ASM991443v1_CDS_0014	NZ_CP045131.1	16797	17924	-	GCF_009914395.1_ASM991439v1_CDS_0013	1	persistent	2	0	0
GCF_009914435.1_ASM991443v1_CDS_0015	NZ_CP045131.1	17988	19220	+	GCF_002953575.2_ASM295357v2_CDS_0013	1	persistent	3	1	0
GCF_009914435.1_ASM991443v1_CDS_0016	NZ_CP045131.1	19709	19981	+	GCF_002953575.2_ASM295357v2_CDS_0014	1	shell	3	0	0
GCF_009914435.1_ASM991443v1_CDS_0017	NZ_CP045131.1	20143	21993	+	GCF_009914415.1_ASM991441v1_CDS_0072	1	persistent	3	1	0
