gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_010917815.1_ASM1091781v1_CDS_0001	NZ_CP044445.1	61	1380	+	GCF_009914475.1_ASM991447v1_CDS_2298	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0002	NZ_CP044445.1	1491	2639	+	GCF_009914435.1_ASM991443v1_CDS_0002	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0003	NZ_CP044445.1	2664	3746	+	GCF_009914475.1_ASM991447v1_CDS_2296	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0004	NZ_CP044445.1	3789	6257	+	GCF_009914475.1_ASM991447v1_CDS_2295	1	persistent	3	0	1
GCF_010917815.1_ASM1091781v1_CDS_0005	NZ_CP044445.1	6548	7777	+	GCF_002953575.2_ASM295357v2_CDS_2128	2	cloud	24	0	8
GCF_010917815.1_ASM1091781v1_CDS_0006	NZ_CP044445.1	7887	9074	+	GCF_009296145.1_ASM929614v1_CDS_0006	1	cloud	1	0	1
GCF_010917815.1_ASM1091781v1_CDS_0007	NZ_CP044445.1	9132	10268	-	GCF_009914475.1_ASM991447v1_CDS_2294	1	persistent	3	1	2
GCF_010917815.1_ASM1091781v1_CDS_0008	NZ_CP044445.1	10579	12516	-	GCF_009296145.1_ASM929614v1_CDS_0008	1	persistent	3	1	1
GCF_010917815.1_ASM1091781v1_CDS_0009	NZ_CP044445.1	12749	13756	+	GCF_009914435.1_ASM991443v1_CDS_0010	1	persistent	4	0	0
GCF_010917815.1_ASM1091781v1_CDS_0010	NZ_CP044445.1	14014	15024	+	GCF_009914415.1_ASM991441v1_CDS_0066	1	persistent	3	0	0
GCF_010917815.1_ASM1091781v1_CDS_0011	NZ_CP044445.1	15330	16337	+	GCF_009914415.1_ASM991441v1_CDS_0067	1	persistent	3	0	0
GCF_010917815.1_ASM1091781v1_CDS_0012	NZ_CP044445.1	16460	16795	+	GCF_009914415.1_ASM991441v1_CDS_0068	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0013	NZ_CP044445.1	16869	17996	-	GCF_009914395.1_ASM991439v1_CDS_0013	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0014	NZ_CP044445.1	18060	19292	+	GCF_002953575.2_ASM295357v2_CDS_0013	1	persistent	3	1	0
GCF_010917815.1_ASM1091781v1_CDS_0015	NZ_CP044445.1	19855	20496	+	GCF_009914395.1_ASM991439v1_CDS_2167	1	persistent	11	0	1
GCF_010917815.1_ASM1091781v1_CDS_0016	NZ_CP044445.1	20496	21095	+	GCF_009914375.1_ASM991437v1_CDS_2832	1	persistent	2	0	2
GCF_010917815.1_ASM1091781v1_CDS_0017	NZ_CP044445.1	21099	22481	+	GCF_009914435.1_ASM991443v1_CDS_0866	2	persistent	14	1	1
GCF_010917815.1_ASM1091781v1_CDS_0018	NZ_CP044445.1	22474	22845	+	GCF_009914415.1_ASM991441v1_CDS_0072	1	persistent	3	1	0
GCF_010917815.1_ASM1091781v1_CDS_0019	NZ_CP044445.1	29233	30594	+	GCF_010917815.1_ASM1091781v1_CDS_0019	1	persistent	6	0	0
GCF_010917815.1_ASM1091781v1_CDS_0020	NZ_CP044445.1	30674	31357	-	GCF_010917815.1_ASM1091781v1_CDS_0020	1	persistent	6	0	1
GCF_010917815.1_ASM1091781v1_CDS_0021	NZ_CP044445.1	31495	32946	+	GCF_002953575.2_ASM295357v2_CDS_2961	1	persistent	3	1	1
GCF_010917815.1_ASM1091781v1_CDS_0022	NZ_CP044445.1	33468	34955	+	GCF_009914375.1_ASM991437v1_CDS_0557	1	persistent	3	0	1
GCF_010917815.1_ASM1091781v1_CDS_0023	NZ_CP044445.1	34957	35067	+	GCF_009914375.1_ASM991437v1_CDS_0556	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0024	NZ_CP044445.1	35147	36451	-	GCF_010917815.1_ASM1091781v1_CDS_0024	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0025	NZ_CP044445.1	36448	37410	-	GCF_009734145.1_ASM973414v1_CDS_0027	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0026	NZ_CP044445.1	37876	39663	+	GCF_009734145.1_ASM973414v1_CDS_0028	1	persistent	3	1	0
GCF_010917815.1_ASM1091781v1_CDS_0027	NZ_CP044445.1	40079	41764	+	GCF_009734145.1_ASM973414v1_CDS_0029	1	persistent	3	1	0
GCF_010917815.1_ASM1091781v1_CDS_0028	NZ_CP044445.1	41844	43166	+	GCF_009296145.1_ASM929614v1_CDS_0039	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0029	NZ_CP044445.1	43147	43434	+	GCF_009296145.1_ASM929614v1_CDS_0040	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0030	NZ_CP044445.1	43841	44017	+	GCF_009296145.1_ASM929614v1_CDS_0041	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0031	NZ_CP044445.1	44038	44151	+	GCF_009914415.1_ASM991441v1_CDS_0003	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0032	NZ_CP044445.1	44259	45569	-	GCF_009914415.1_ASM991441v1_CDS_0002	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0033	NZ_CP044445.1	45869	48553	-	GCF_009296145.1_ASM929614v1_CDS_0044	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0034	NZ_CP044445.1	48693	49304	-	GCF_009914475.1_ASM991447v1_CDS_2354	1	persistent	2	0	1
GCF_010917815.1_ASM1091781v1_CDS_0035	NZ_CP044445.1	49458	50558	+	GCF_009914475.1_ASM991447v1_CDS_2355	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0036	NZ_CP044445.1	50561	53707	+	GCF_009914475.1_ASM991447v1_CDS_2356	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0037	NZ_CP044445.1	53839	54216	+	GCF_009914435.1_ASM991443v1_CDS_2693	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0038	NZ_CP044445.1	54323	55432	+	GCF_009914435.1_ASM991443v1_CDS_2692	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0039	NZ_CP044445.1	55519	55791	-	GCF_009914435.1_ASM991443v1_CDS_2691	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0040	NZ_CP044445.1	56040	56861	+	GCF_009914435.1_ASM991443v1_CDS_2690	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0041	NZ_CP044445.1	56918	57562	+	GCF_009914475.1_ASM991447v1_CDS_2361	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0042	NZ_CP044445.1	57662	59101	-	GCF_009296145.1_ASM929614v1_CDS_0053	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0043	NZ_CP044445.1	59247	61433	-	GCF_009914475.1_ASM991447v1_CDS_2363	1	persistent	2	0	1
GCF_010917815.1_ASM1091781v1_CDS_0044	NZ_CP044445.1	61451	61879	-	GCF_009914415.1_ASM991441v1_CDS_2799	1	persistent	2	0	0
GCF_010917815.1_ASM1091781v1_CDS_0045	NZ_CP044445.1	61879	62994	-	GCF_009914435.1_ASM991443v1_CDS_2685	1	persistent	1	0	6
GCF_010917815.1_ASM1091781v1_CDS_0046	NZ_CP044445.1	63302	64579	+	GCF_009914415.1_ASM991441v1_CDS_2797	1	cloud	1	0	3
GCF_010917815.1_ASM1091781v1_CDS_0047	NZ_CP044445.1	64592	65656	+	GCF_009734145.1_ASM973414v1_CDS_0052	1	cloud	0	0	4
GCF_010917815.1_ASM1091781v1_CDS_0048	NZ_CP044445.1	65656	66549	+	GCF_010917815.1_ASM1091781v1_CDS_0048	2	cloud	0	0	3
GCF_010917815.1_ASM1091781v1_CDS_0049	NZ_CP044445.1	66546	67430	+	GCF_010917815.1_ASM1091781v1_CDS_0049	2	cloud	0	0	3
GCF_010917815.1_ASM1091781v1_CDS_0050	NZ_CP044445.1	67427	67999	+	GCF_010917815.1_ASM1091781v1_CDS_2401	2	cloud	0	0	6
GCF_010917815.1_ASM1091781v1_CDS_0051	NZ_CP044445.1	67996	69237	+	GCF_010917815.1_ASM1091781v1_CDS_0051	1	cloud	0	0	2
GCF_010917815.1_ASM1091781v1_CDS_0052	NZ_CP044445.1	69248	70420	+	GCF_010917815.1_ASM1091781v1_CDS_0052	1	cloud	0	0	2
GCF_010917815.1_ASM1091781v1_CDS_0053	NZ_CP044445.1	70404	71327	+	GCF_010917815.1_ASM1091781v1_CDS_0053	1	cloud	0	0	2
GCF_010917815.1_ASM1091781v1_CDS_0054	NZ_CP044445.1	71324	72112	+	GCF_010917815.1_ASM1091781v1_CDS_0054	1	cloud	0	0	2
GCF_010917815.1_ASM1091781v1_CDS_0055	NZ_CP044445.1	72117	73184	+	GCF_010917815.1_ASM1091781v1_CDS_0055	1	cloud	0	0	2
GCF_010917815.1_ASM1091781v1_CDS_0056	NZ_CP044445.1	73171	74310	+	GCF_010917815.1_ASM1091781v1_CDS_0056	1	cloud	0	0	2
GCF_010917815.1_ASM1091781v1_CDS_0057	NZ_CP044445.1	74391	75023	+	GCF_010917815.1_ASM1091781v1_CDS_0057	1	cloud	0	0	2
GCF_010917815.1_ASM1091781v1_CDS_0058	NZ_CP044445.1	75001	75552	+	GCF_010917815.1_ASM1091781v1_CDS_0058	1	cloud	0	0	2
