gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCF_009914375.1_ASM991437v1_CDS_0001	NZ_CP045135.1	5932	6849	+	GCF_009914435.1_ASM991443v1_CDS_2216	1	persistent	3	0	1
GCF_009914375.1_ASM991437v1_CDS_0002	NZ_CP045135.1	6954	7922	+	GCF_010917815.1_ASM1091781v1_CDS_0569	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0003	NZ_CP045135.1	8037	8558	+	GCF_010917815.1_ASM1091781v1_CDS_0568	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0004	NZ_CP045135.1	8583	9407	+	GCF_010917815.1_ASM1091781v1_CDS_0567	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0005	NZ_CP045135.1	9500	9889	+	GCF_010917815.1_ASM1091781v1_CDS_0566	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0006	NZ_CP045135.1	9927	11414	-	GCF_002953575.2_ASM295357v2_CDS_2449	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0007	NZ_CP045135.1	11517	12341	+	GCF_002953575.2_ASM295357v2_CDS_2450	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0008	NZ_CP045135.1	12351	13274	+	GCF_010917815.1_ASM1091781v1_CDS_0563	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0009	NZ_CP045135.1	13317	16037	-	GCA_010918035.1_ASM1091803v1_CDS_0388	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0010	NZ_CP045135.1	16200	18962	+	GCA_010918035.1_ASM1091803v1_CDS_0387	1	persistent	3	0	0
GCF_009914375.1_ASM991437v1_CDS_0011	NZ_CP045135.1	19098	19667	-	GCF_009914395.1_ASM991439v1_CDS_2227	1	persistent	3	0	0
GCF_009914375.1_ASM991437v1_CDS_0012	NZ_CP045135.1	19695	20525	-	GCF_009914375.1_ASM991437v1_CDS_0012	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0013	NZ_CP045135.1	20556	21785	-	GCF_009914395.1_ASM991439v1_CDS_2229	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0014	NZ_CP045135.1	21842	22666	-	GCF_009914375.1_ASM991437v1_CDS_0014	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0015	NZ_CP045135.1	22700	24220	-	GCF_009914375.1_ASM991437v1_CDS_0015	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0016	NZ_CP045135.1	24486	24812	+	GCF_009914375.1_ASM991437v1_CDS_0016	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0017	NZ_CP045135.1	25140	26408	+	GCF_009296145.1_ASM929614v1_CDS_0586	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0018	NZ_CP045135.1	26820	27128	+	GCF_009296145.1_ASM929614v1_CDS_0585	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0019	NZ_CP045135.1	27280	27576	-	GCF_009296145.1_ASM929614v1_CDS_0584	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0020	NZ_CP045135.1	27573	29954	-	GCF_009296145.1_ASM929614v1_CDS_0583	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0021	NZ_CP045135.1	30089	31069	-	GCF_009734145.1_ASM973414v1_CDS_0570	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0022	NZ_CP045135.1	31228	32256	+	GCF_009914475.1_ASM991447v1_CDS_0081	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0023	NZ_CP045135.1	32253	32783	-	GCF_009914475.1_ASM991447v1_CDS_0080	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0024	NZ_CP045135.1	32870	33229	-	GCF_009914475.1_ASM991447v1_CDS_0079	1	persistent	2	0	0
GCF_009914375.1_ASM991437v1_CDS_0025	NZ_CP045135.1	33242	33436	-	GCF_009914475.1_ASM991447v1_CDS_0078	1	persistent	2	0	0
